property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,neighbourhood_cleansed,price,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_rating,zc_lat,zc_lon,num_amenities,air conditioning,cat(s),dog(s),dryer,heating,internet,kitchen,microwave,outdoor parking,private bathroom,self check-in,tv,washer,wifi
13,2,2,1,1,1,4,12,200,90,1,30,2,100.0,37.74873,-122.41545,26,0,0,0,1,1,1,0,1,0,0,0,0,1,1
12,2,2,1,1,1,4,12,280,80,1,90,14,96.0,37.74873,-122.41545,23,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,2,1,1,1,4,1,350,150,1,0,1,100.0,37.74873,-122.41545,13,0,0,0,1,0,0,1,0,0,0,0,1,1,1
1,2,2,1,1,1,4,12,131,99,1,12,12,98.0,37.74873,-122.41545,28,0,0,0,1,1,0,1,1,0,0,1,1,1,1
8,0,2,1,1,1,4,1,157,60,1,0,37,99.0,37.74873,-122.41545,32,0,0,0,1,1,0,1,1,0,0,0,1,1,1
6,2,3,1,1,2,4,12,89,40,1,20,82,98.0,37.74873,-122.41545,32,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6,0,2,1,1,1,4,12,300,250,1,0,2,100.0,37.74873,-122.41545,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,2,2,1,1,1,4,12,100,45,4,25,78,99.0,37.74873,-122.41545,27,0,0,0,0,1,1,1,1,0,0,0,1,0,1
1,0,2,1,1,1,4,1,150,100,1,0,8,95.0,37.74873,-122.41545,25,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,2,2,1,1,1,4,12,85,45,1,20,24,99.0,37.74873,-122.41545,19,0,0,0,1,1,0,1,0,0,0,0,0,1,1
1,0,2,1,1,1,4,12,107,250,1,7,4,100.0,37.74873,-122.41545,21,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,2,1,1,1,4,12,105,250,1,5,5,100.0,37.74873,-122.41545,15,0,0,0,1,1,0,1,0,0,0,0,1,1,1
8,0,3,1,1,1,4,1,94,98,2,25,70,100.0,37.74873,-122.41545,32,0,0,0,1,1,0,0,1,0,0,1,1,1,1
12,0,2,1,1,1,4,12,150,100,1,10,1,100.0,37.74873,-122.41545,16,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,4,1,1,1,4,12,135,85,2,15,3,100.0,37.74873,-122.41545,28,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,2,2,1,1,1,4,1,143,75,2,25,33,99.0,37.74873,-122.41545,32,0,0,0,1,1,0,0,0,0,0,1,0,1,1
1,0,4,1,1,2,4,1,149,65,1,0,51,96.0,37.74873,-122.41545,37,0,0,0,0,1,0,1,1,0,0,1,1,0,1
12,0,2,1,1,1,4,12,200,300,2,25,2,100.0,37.74873,-122.41545,32,0,0,0,1,1,0,1,1,0,0,0,1,1,1
8,0,3,1,1,1,4,12,175,80,2,25,27,99.0,37.74873,-122.41545,24,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,0,2,1,1,1,4,12,132,101,2,5,1,80.0,37.74873,-122.41545,31,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,1,1,4,12,141,101,2,5,1,80.0,37.74873,-122.41545,34,0,0,0,1,1,0,1,1,0,0,0,1,1,1
8,0,4,1,1,2,4,12,189,75,1,0,47,99.0,37.74873,-122.41545,40,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,2,4,2,1,2,4,1,60,50,2,25,30,99.0,37.74873,-122.41545,52,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,2,1,1,1,4,1,200,100,1,0,10,98.0,37.74873,-122.41545,20,0,0,0,1,1,0,1,0,0,0,1,0,1,1
1,2,2,1,1,1,4,12,150,50,1,0,31,99.0,37.74873,-122.41545,28,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,6,1,1,5,4,1,130,145,1,11,15,93.0,37.74873,-122.41545,30,0,0,0,0,1,0,1,1,0,0,1,1,0,1
12,2,4,1,1,2,4,12,125,100,2,10,61,98.0,37.74873,-122.41545,20,0,0,0,0,1,0,0,0,0,0,1,1,0,1
1,2,2,1,1,1,4,12,120,40,1,0,39,95.0,37.74873,-122.41545,13,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1,0,3,1,1,2,4,1,200,70,1,0,14,99.0,37.74873,-122.41545,22,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,2,3,2,1,2,4,12,39,10,1,20,22,75.0,37.74873,-122.41545,33,0,0,0,1,0,0,1,1,0,0,1,0,1,1
12,2,2,2,1,1,4,12,39,10,1,20,34,82.0,37.74873,-122.41545,33,0,0,0,1,0,0,1,1,0,0,1,0,1,1
12,2,2,2,1,1,4,12,39,10,1,20,37,86.0,37.74873,-122.41545,33,0,0,0,1,0,0,1,1,0,0,1,0,1,1
1,2,2,1,1,1,4,12,85,75,1,0,33,99.0,37.74873,-122.41545,28,0,0,0,0,1,0,1,1,0,0,1,0,0,1
12,2,3,2,1,2,4,12,39,10,1,20,31,82.0,37.74873,-122.41545,33,0,0,0,1,0,0,1,1,0,0,1,0,1,1
12,2,2,1,1,1,4,1,99,75,1,30,27,99.0,37.74873,-122.41545,47,0,0,1,0,1,1,1,1,0,0,1,0,0,1
1,2,4,1,1,1,4,12,300,160,3,20,60,99.0,37.74873,-122.41545,20,0,0,0,1,1,0,1,0,0,0,1,1,1,1
6,0,2,1,1,1,4,12,85,110,1,0,61,99.0,37.74873,-122.41545,33,1,0,0,0,1,0,0,1,0,0,1,1,0,1
12,2,2,1,1,1,4,12,125,15,1,20,3,100.0,37.74873,-122.41545,8,1,0,0,0,1,0,1,0,0,0,0,1,0,1
1,2,2,1,1,1,4,12,149,65,1,20,53,98.0,37.74873,-122.41545,19,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,4,1,1,1,4,1,150,90,4,20,63,99.0,37.74873,-122.41545,34,0,0,0,0,1,0,0,1,0,0,1,1,0,1
1,2,2,1,1,1,4,12,60,160,1,20,8,100.0,37.74873,-122.41545,27,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,3,1,1,1,4,12,120,200,1,0,1,80.0,37.74873,-122.41545,14,0,0,0,1,1,0,1,0,0,0,0,1,1,1
8,0,2,1,1,1,4,12,150,100,1,0,8,95.0,37.74873,-122.41545,32,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,2,2,1,1,1,4,1,98,65,2,30,1,100.0,37.74873,-122.41545,47,0,0,1,0,1,1,1,1,0,0,1,0,0,1
1,0,4,1,1,2,4,1,140,75,2,25,22,100.0,37.74873,-122.41545,34,0,0,0,0,1,0,1,1,0,0,1,1,0,1
8,0,4,1,1,1,4,1,150,100,1,0,27,98.0,37.74873,-122.41545,22,0,0,0,0,1,0,0,1,0,0,1,1,0,1
5,0,2,1,1,1,4,1,119,79,2,100,40,99.0,37.74873,-122.41545,32,0,0,1,1,1,0,1,1,0,0,0,0,1,1
1,0,3,1,1,1,4,12,140,200,1,0,1,100.0,37.74873,-122.41545,15,0,0,0,1,1,0,1,0,0,0,0,1,1,1
8,0,2,1,1,1,4,12,200,75,2,25,23,100.0,37.74873,-122.41545,23,0,0,0,1,1,0,0,1,0,0,1,1,1,1
1,0,2,1,1,1,4,12,175,0,1,0,1,100.0,37.74873,-122.41545,9,0,0,0,1,1,0,1,0,0,0,1,0,1,1
12,2,1,1,1,1,4,12,60,30,1,0,1,100.0,37.74873,-122.41545,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,2,1,1,1,1,4,12,125,0,1,0,1,100.0,37.74873,-122.41545,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,3,1,1,2,4,12,220,239,1,0,1,100.0,37.74873,-122.41545,17,0,0,0,1,1,0,1,0,0,0,0,1,1,1
6,2,2,1,1,1,4,12,86,40,1,20,35,96.0,37.74873,-122.41545,34,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,2,2,1,1,1,4,1,99,75,1,25,9,100.0,37.74873,-122.41545,14,0,0,0,0,1,0,1,0,0,0,0,1,0,1
12,2,2,1,1,1,4,1,75,15,1,0,36,98.0,37.74873,-122.41545,23,0,0,0,0,1,0,1,1,0,0,0,0,0,1
8,0,3,1,1,2,4,12,128,100,2,0,15,99.0,37.74873,-122.41545,35,1,0,0,0,1,0,1,1,0,0,1,1,0,1
6,0,2,1,1,1,4,12,150,85,1,0,4,100.0,37.74873,-122.41545,23,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,2,1,1,1,0,4,12,120,36,1,16,25,98.0,37.74873,-122.41545,25,0,0,0,1,1,0,1,0,0,0,0,1,1,1
8,0,2,1,1,1,4,1,129,75,1,0,36,99.0,37.74873,-122.41545,29,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,2,1,1,1,1,4,12,77,20,1,0,1,60.0,37.74873,-122.41545,12,0,0,0,1,1,0,1,1,0,0,0,0,1,1
12,2,3,2,1,2,4,1,75,50,3,25,30,98.0,37.74873,-122.41545,54,0,0,0,1,1,0,1,1,0,0,1,1,1,1
8,0,4,1,1,2,4,14,180,100,1,0,2,100.0,37.74873,-122.41545,22,0,0,0,0,1,0,0,0,0,0,1,1,0,1
1,0,2,1,1,1,4,12,100,50,1,40,2,100.0,37.74873,-122.41545,29,0,1,0,1,1,1,1,1,0,0,0,1,1,1
12,0,3,1,1,2,4,12,135,100,1,0,1,100.0,37.74873,-122.41545,19,0,0,0,1,0,1,1,0,0,0,0,0,1,1
6,0,2,1,1,1,4,12,175,75,1,0,4,90.0,37.74873,-122.41545,26,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,3,1,1,2,4,12,150,150,2,20,17,100.0,37.74873,-122.41545,29,0,0,0,0,1,0,1,1,0,0,0,1,0,1
12,2,1,1,1,1,4,1,80,100,1,0,1,20.0,37.74873,-122.41545,8,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1,2,1,1,1,1,4,12,100,165,3,20,16,99.0,37.74873,-122.41545,23,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,3,1,1,1,4,12,178,150,2,10,1,100.0,37.74873,-122.41545,40,0,0,0,1,1,0,1,0,0,0,1,1,1,1
13,0,3,1,1,1,4,12,350,75,1,0,7,100.0,37.74873,-122.41545,20,0,0,0,0,1,0,1,1,0,0,0,1,0,1
12,2,2,1,1,1,4,1,150,40,1,0,11,100.0,37.74873,-122.41545,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2,1,1,1,1,4,1,65,100,1,100,3,100.0,37.74873,-122.41545,27,0,0,0,1,1,0,1,1,0,0,0,0,1,1
1,2,2,1,1,1,4,12,149,160,1,20,12,98.0,37.74873,-122.41545,20,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,2,3,1,1,1,4,1,150,40,1,0,3,100.0,37.74873,-122.41545,29,0,0,0,1,1,0,1,1,0,0,0,0,1,1
12,2,2,1,1,1,4,1,122,40,1,0,7,89.0,37.74873,-122.41545,37,1,0,0,0,1,0,0,1,0,0,0,1,0,1
12,2,2,1,1,2,4,1,150,40,2,20,5,92.0,37.74873,-122.41545,28,1,0,0,0,1,0,0,1,0,0,0,1,0,1
12,0,4,1,1,2,4,1,150,40,1,25,4,100.0,37.74873,-122.41545,24,0,0,0,1,1,0,0,1,0,0,1,1,1,1
12,2,2,1,1,1,4,1,119,60,2,0,22,100.0,37.74873,-122.41545,28,0,0,0,1,1,0,1,1,0,0,0,0,1,1
12,2,2,1,1,1,4,1,129,60,1,0,21,99.0,37.74873,-122.41545,27,0,0,0,1,1,0,1,1,0,0,0,0,1,1
12,2,2,1,1,1,4,1,100,50,1,0,8,100.0,37.74873,-122.41545,14,0,0,0,1,0,0,1,0,0,0,0,1,1,1
1,2,2,1,1,1,4,12,105,25,1,45,3,87.0,37.74873,-122.41545,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2,3,1,1,2,4,12,99,80,1,0,6,100.0,37.74873,-122.41545,38,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,4,1,1,1,4,1,175,100,2,50,8,93.0,37.74873,-122.41545,23,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,0,3,1,1,2,4,1,115,95,2,20,1,100.0,37.74873,-122.41545,28,0,0,0,1,1,0,1,1,0,0,0,1,1,1
6,2,2,1,1,1,4,12,120,30,1,10,1,100.0,37.74873,-122.41545,13,0,0,0,0,1,0,1,0,0,0,0,1,0,1
12,2,2,1,1,1,4,12,100,100,1,0,1,100.0,37.74873,-122.41545,15,0,0,0,1,1,0,1,0,0,0,0,0,1,1
12,0,2,1,1,0,4,1,125,50,1,0,4,90.0,37.74873,-122.41545,27,0,0,0,0,1,0,1,1,0,0,0,1,0,1
1,0,4,1,1,3,4,1,120,45,1,25,1,100.0,37.74873,-122.41545,17,0,0,0,1,1,0,1,0,0,0,0,0,1,1
12,2,2,1,1,1,4,1,100,50,1,0,2,90.0,37.74873,-122.41545,28,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,2,2,3,1,1,4,12,155,49,1,25,1,100.0,37.74873,-122.41545,35,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,2,2,1,1,1,4,12,150,50,1,50,1,100.0,37.74873,-122.41545,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,2,1,1,4,12,129,49,1,25,3,100.0,37.74873,-122.41545,35,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,2,2,2,1,1,4,12,129,49,1,25,3,100.0,37.74873,-122.41545,36,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,2,2,2,1,1,4,12,155,49,1,25,3,100.0,37.74873,-122.41545,35,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,6,2,3,4,4,12,950,250,1,0,55,96.0,37.74873,-122.41545,31,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,7,2,3,4,4,12,575,200,4,0,13,97.0,37.74873,-122.41545,38,0,0,0,0,1,1,1,1,0,0,1,1,0,1
12,0,6,2,3,4,4,1,390,190,1,0,13,96.0,37.74873,-122.41545,36,0,0,0,1,1,1,1,1,0,0,0,1,1,1
12,0,6,2,3,4,4,1,230,120,6,20,22,95.0,37.74873,-122.41545,24,0,1,0,1,1,1,1,0,0,0,1,1,1,1
1,0,6,1,3,4,4,12,495,150,5,0,48,95.0,37.74873,-122.41545,42,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,2,3,2,4,12,450,300,4,0,6,97.0,37.74873,-122.41545,27,1,0,1,1,1,1,1,0,0,0,1,1,1,1
12,0,6,2,3,4,4,12,250,75,4,25,41,98.0,37.74873,-122.41545,45,0,1,1,1,1,1,1,1,0,0,1,1,1,1
1,0,3,2,3,2,4,1,200,120,1,0,5,95.0,37.74873,-122.41545,26,0,0,0,1,1,1,1,0,0,0,0,1,1,1
17,0,6,1,3,3,4,1,250,100,4,25,15,94.0,37.74873,-122.41545,40,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,7,1,3,3,4,1,259,180,5,30,56,95.0,37.74873,-122.41545,43,0,0,0,0,1,1,1,1,0,0,1,0,0,1
12,0,6,2,3,3,4,1,525,185,6,50,6,100.0,37.74873,-122.41545,37,0,0,0,1,1,1,1,0,0,0,1,1,1,1
6,0,5,1,3,3,4,12,339,150,2,0,53,99.0,37.74873,-122.41545,62,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,5,2,3,3,4,1,249,495,4,25,5,96.0,37.74873,-122.41545,48,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,8,2,3,5,4,1,325,185,4,20,63,96.0,37.74873,-122.41545,50,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,2,3,6,4,1,265,175,6,25,4,90.0,37.74873,-122.41545,16,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,6,1,3,3,4,12,232,80,4,50,68,95.0,37.74873,-122.41545,22,0,0,0,1,1,1,1,0,0,0,1,1,1,1
6,0,5,2,3,3,4,12,295,120,3,20,6,100.0,37.74873,-122.41545,18,0,0,0,1,1,0,1,0,0,0,1,0,1,1
1,0,6,2,3,3,4,12,425,105,1,0,122,98.0,37.74873,-122.41545,22,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,6,2,3,2,4,1,439,90,1,0,31,98.0,37.74873,-122.41545,58,1,0,1,1,1,0,1,1,0,0,1,1,1,1
1,0,6,1,3,3,4,1,500,125,1,0,13,100.0,37.74873,-122.41545,28,0,0,0,1,1,1,1,1,0,0,0,1,1,1
12,0,7,1,3,3,4,12,400,150,4,25,23,99.0,37.74873,-122.41545,45,0,0,1,1,1,1,1,1,0,0,1,1,1,1
6,0,4,2,3,3,4,12,450,150,3,120,10,100.0,37.74873,-122.41545,30,1,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,1,3,3,4,12,295,250,6,50,17,100.0,37.74873,-122.41545,40,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,0,4,1,3,3,4,14,190,100,4,50,9,96.0,37.74873,-122.41545,20,0,0,0,1,1,1,1,0,0,0,1,0,1,1
12,0,8,1,3,5,4,12,400,175,6,35,48,97.0,37.74873,-122.41545,23,0,1,0,0,1,1,1,0,0,0,0,1,0,1
12,0,5,2,3,3,4,1,275,125,4,20,14,90.0,37.74873,-122.41545,21,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,8,2,3,4,4,12,475,130,1,0,61,96.0,37.74873,-122.41545,28,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,6,1,3,3,4,1,600,250,6,0,12,100.0,37.74873,-122.41545,20,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,6,2,3,3,4,12,625,125,5,50,51,98.0,37.74873,-122.41545,47,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,4,2,3,4,4,1,450,175,1,0,4,100.0,37.74873,-122.41545,28,0,0,0,1,1,1,1,0,0,0,1,0,1,1
6,0,6,3,3,4,4,12,250,125,2,25,40,98.0,37.74873,-122.41545,39,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,6,2,3,3,4,12,279,495,1,0,7,90.0,37.74873,-122.41545,45,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,2,8,1,3,5,4,12,220,85,5,50,13,87.0,37.74873,-122.41545,19,0,0,1,1,0,1,1,0,0,0,0,0,1,1
12,0,6,1,3,6,4,12,449,165,1,0,21,99.0,37.74873,-122.41545,58,0,0,1,1,1,1,1,1,0,0,1,1,1,1
1,0,6,1,3,4,4,12,350,160,1,0,28,99.0,37.74873,-122.41545,24,0,0,0,1,1,1,1,0,0,0,1,1,1,1
6,0,4,2,3,3,4,12,550,50,3,50,83,99.0,37.74873,-122.41545,48,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,5,1,3,3,4,12,209,180,1,0,21,98.0,37.74873,-122.41545,50,0,0,0,0,1,1,1,1,0,0,1,1,0,1
12,0,6,1,3,4,4,1,270,125,1,0,64,99.0,37.74873,-122.41545,42,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,3,3,3,4,1,325,125,1,0,32,98.0,37.74873,-122.41545,13,0,0,1,0,1,1,1,0,0,0,0,1,1,1
1,0,5,2,3,3,4,12,336,150,1,0,1,100.0,37.74873,-122.41545,28,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,6,2,3,3,4,14,725,175,1,0,1,100.0,37.74873,-122.41545,22,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,8,1,3,3,4,12,190,150,4,25,2,90.0,37.74873,-122.41545,13,0,0,0,0,1,0,1,0,0,0,0,1,0,1
17,0,6,1,3,3,4,12,299,499,4,20,37,93.0,37.74873,-122.41545,27,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,4,2,3,3,4,2,365,150,4,100,8,98.0,37.74873,-122.41545,62,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,6,2,3,2,4,12,540,150,4,30,46,100.0,37.74873,-122.41545,33,0,0,0,1,1,0,1,1,0,0,1,0,1,1
12,0,5,2,3,4,4,1,250,200,6,0,1,100.0,37.74873,-122.41545,14,0,0,0,1,1,0,1,0,0,0,0,1,1,1
12,0,6,3,3,3,4,12,350,250,6,0,12,100.0,37.74873,-122.41545,24,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,0,6,2,3,3,4,12,450,175,6,100,110,100.0,37.74873,-122.41545,48,0,0,1,1,1,0,1,1,0,0,0,1,1,1
12,0,5,1,3,3,4,1,325,160,1,0,35,98.0,37.74873,-122.41545,31,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,0,6,1,3,3,4,12,400,100,1,0,44,100.0,37.74873,-122.41545,73,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,3,3,3,4,1,450,150,1,0,13,98.0,37.74873,-122.41545,66,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,4,1,3,2,1,2,400,150,1,0,10,100.0,37.74873,-122.41545,34,0,0,1,0,1,1,1,0,0,0,1,1,0,1
1,0,12,2,3,2,4,12,650,100,1,0,57,100.0,37.74873,-122.41545,22,0,0,0,0,1,1,1,0,0,0,0,1,0,1
12,0,8,2,3,5,4,1,376,120,6,25,48,99.0,37.74873,-122.41545,30,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,12,400,50,4,20,36,99.0,37.74873,-122.41545,49,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,6,1,3,3,4,12,217,420,1,0,2,90.0,37.74873,-122.41545,20,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,8,2,3,4,4,1,699,250,7,40,2,100.0,37.74873,-122.41545,48,0,1,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,1,3,3,4,12,400,150,3,25,8,100.0,37.74873,-122.41545,20,0,0,0,0,1,1,1,0,0,0,1,0,0,1
12,0,6,2,3,2,4,1,190,125,1,0,4,95.0,37.74873,-122.41545,34,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,1,3,3,4,1,175,175,1,0,45,94.0,37.74873,-122.41545,28,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,7,2,3,4,4,1,400,120,1,0,3,100.0,37.74873,-122.41545,40,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,12,600,150,2,25,12,100.0,37.74873,-122.41545,27,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,5,1,3,3,4,12,120,125,1,0,9,98.0,37.74873,-122.41545,26,0,0,0,1,0,0,1,1,0,0,1,1,1,1
12,0,6,2,3,3,4,1,300,100,4,25,13,97.0,37.74873,-122.41545,27,0,0,0,1,1,0,1,0,0,0,1,1,1,1
17,0,5,1,3,3,4,2,325,236,2,0,18,97.0,37.74873,-122.41545,25,0,0,0,0,1,1,1,1,0,0,1,1,0,1
12,0,10,2,3,6,4,1,250,180,8,20,16,100.0,37.74873,-122.41545,46,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,2,3,4,4,1,400,150,1,0,2,100.0,37.74873,-122.41545,43,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,5,2,3,4,4,1,250,150,4,25,11,98.0,37.74873,-122.41545,32,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,4,1,3,4,4,12,211,208,1,0,3,93.0,37.74873,-122.41545,18,0,0,0,1,1,0,1,0,0,0,0,1,1,1
6,0,6,1,3,3,4,12,350,100,1,0,4,80.0,37.74873,-122.41545,19,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,6,3,3,3,4,12,450,100,6,100,16,100.0,37.74873,-122.41545,35,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,1,3,4,4,1,350,160,1,0,8,98.0,37.74873,-122.41545,30,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,5,2,3,4,4,1,400,200,1,0,7,86.0,37.74873,-122.41545,22,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,6,2,3,3,4,1,250,190,1,0,30,97.0,37.74873,-122.41545,35,0,0,0,0,1,0,1,1,0,0,0,1,0,1
6,0,6,1,3,4,4,12,450,100,4,0,11,98.0,37.74873,-122.41545,39,1,0,0,1,1,0,1,1,0,0,1,0,1,1
8,0,5,1,3,3,4,1,280,150,5,50,33,100.0,37.74873,-122.41545,42,0,0,0,1,1,0,1,1,0,0,1,1,1,1
6,0,6,1,3,3,4,1,500,150,1,0,8,100.0,37.74873,-122.41545,40,0,0,0,1,1,0,1,1,0,0,1,1,1,1
8,0,6,2,3,3,4,12,460,179,1,0,26,97.0,37.74873,-122.41545,42,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,2,3,3,4,1,400,160,1,0,6,100.0,37.74873,-122.41545,36,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,12,647,160,4,20,19,97.0,37.74873,-122.41545,32,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,1,150,200,4,45,2,90.0,37.74873,-122.41545,20,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,5,1,3,4,4,12,197,100,1,0,11,100.0,37.74873,-122.41545,20,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,4,2,3,3,4,1,250,125,4,0,2,100.0,37.74873,-122.41545,16,0,0,0,1,1,0,1,0,0,0,0,1,1,1
12,0,4,1,3,3,4,12,200,120,3,50,4,100.0,37.74873,-122.41545,31,0,0,0,1,1,0,1,1,0,0,0,0,1,1
1,0,5,1,3,3,4,12,167,95,5,0,3,100.0,37.74873,-122.41545,15,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,6,2,3,3,4,12,333,250,1,0,9,100.0,37.74873,-122.41545,29,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,2,8,2,3,3,4,1,150,120,2,40,2,100.0,37.74873,-122.41545,26,0,0,0,1,1,0,1,1,0,0,0,0,1,1
12,0,8,2,4,5,4,0,275,150,4,20,6,87.0,37.74873,-122.41545,42,0,1,0,1,1,1,1,1,0,0,1,1,1,1
12,0,8,2,4,6,4,1,449,200,8,25,18,99.0,37.74873,-122.41545,27,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,10,2,4,6,4,1,859,250,10,40,24,99.0,37.74873,-122.41545,46,0,1,0,1,1,1,1,1,0,0,1,1,1,1
1,0,7,2,4,5,4,1,395,0,1,0,31,95.0,37.74873,-122.41545,37,0,0,0,1,1,1,1,1,0,0,0,1,1,1
6,0,8,2,4,7,4,12,500,200,5,0,22,91.0,37.74873,-122.41545,11,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,2,6,2,4,5,4,12,539,300,4,100,109,94.0,37.74873,-122.41545,34,0,0,0,0,1,1,1,1,0,0,1,1,0,1
1,2,1,1,4,4,4,1,65,150,1,20,1,100.0,37.74873,-122.41545,18,1,0,0,0,1,0,1,0,0,0,0,1,0,1
1,0,10,1,4,6,4,12,418,250,4,25,103,93.0,37.74873,-122.41545,22,0,0,0,1,1,1,1,0,0,0,1,0,1,1
12,0,6,2,4,4,4,12,575,150,6,0,23,96.0,37.74873,-122.41545,32,0,0,0,1,1,1,1,1,0,0,0,1,1,1
12,0,7,2,4,4,4,1,350,150,1,0,8,100.0,37.74873,-122.41545,23,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,6,2,4,4,4,1,233,160,1,0,7,100.0,37.74873,-122.41545,19,0,0,0,1,1,1,1,0,0,0,0,0,1,1
1,0,6,1,4,0,4,1,250,150,6,0,67,98.0,37.74873,-122.41545,22,0,0,0,1,1,1,1,0,0,0,1,1,1,1
