property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,neighbourhood_cleansed,price,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_rating,zc_lat,zc_lon,num_amenities,air conditioning,cat(s),dog(s),dryer,heating,internet,kitchen,microwave,outdoor parking,private bathroom,self check-in,tv,washer,wifi
12,2,2,1,1,1,4,12,165,100,1,35,76,99.0,37.74873,-122.41545,41,0,1,1,1,1,1,1,1,0,0,1,0,1,1
12,2,1,1,1,1,2,12,129,0,1,300,141,95.0,37.74873,-122.41545,60,0,1,0,1,1,0,1,1,0,0,0,1,1,1
1,2,1,1,1,1,4,12,80,85,1,25,14,99.0,37.74873,-122.41545,37,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,2,1,1,1,1,4,12,80,50,1,40,13,100.0,37.74873,-122.41545,18,0,1,0,1,1,1,1,0,0,0,0,0,1,1
1,2,3,1,1,1,4,12,133,89,2,75,66,98.0,37.74873,-122.41545,25,0,0,0,1,1,1,1,0,0,0,1,0,1,1
9,0,2,1,1,1,4,12,110,0,2,10,2,100.0,37.74873,-122.41545,28,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,2,2,1,1,2,4,1,86,30,1,0,253,91.0,37.74873,-122.41545,15,0,0,0,0,0,0,1,1,0,0,0,0,0,1
12,2,2,1,1,1,4,1,99,75,1,30,16,99.0,37.74873,-122.41545,44,0,0,1,0,1,1,1,1,0,0,1,0,0,1
1,2,1,1,1,1,4,12,150,50,1,0,89,97.0,37.74873,-122.41545,20,0,1,0,0,1,0,1,0,0,0,0,0,0,1
1,2,1,1,1,1,4,12,130,0,1,0,75,99.0,37.74873,-122.41545,37,0,1,0,1,1,1,1,1,0,0,1,0,1,1
1,0,5,1,1,1,4,12,153,119,2,50,16,96.0,37.74873,-122.41545,24,0,0,0,1,1,1,1,0,0,0,1,0,1,1
6,2,2,1,1,1,4,1,75,50,1,0,132,98.0,37.74873,-122.41545,16,0,0,0,1,1,1,0,0,0,0,1,0,1,1
8,0,3,1,1,2,4,1,110,100,1,0,8,88.0,37.74873,-122.41545,28,0,0,0,1,0,0,1,1,0,0,1,1,1,1
8,0,2,1,1,1,4,1,90,50,1,0,73,99.0,37.74873,-122.41545,19,0,1,1,0,1,1,0,0,0,0,1,0,0,1
1,0,2,1,1,1,4,14,165,0,1,0,5,100.0,37.74873,-122.41545,32,0,0,0,0,1,1,1,0,0,0,1,1,0,1
1,0,1,1,1,1,4,12,110,120,1,20,64,94.0,37.74873,-122.41545,15,0,0,0,0,1,1,1,0,0,0,0,0,0,1
12,2,2,1,1,1,4,1,95,75,1,0,58,97.0,37.74873,-122.41545,29,0,0,0,1,1,1,1,1,0,0,1,1,1,1
8,0,2,1,1,1,4,1,100,80,1,0,61,96.0,37.74873,-122.41545,25,0,0,1,0,1,1,0,0,0,0,0,1,0,1
12,2,3,1,1,2,4,1,130,40,1,20,49,98.0,37.74873,-122.41545,29,0,0,0,1,1,0,0,1,0,0,0,1,1,1
12,2,3,1,1,1,4,12,135,60,2,25,178,97.0,37.74873,-122.41545,17,0,0,0,1,1,0,0,0,0,0,0,1,1,1
6,0,2,1,1,1,4,12,245,75,1,0,32,99.0,37.74873,-122.41545,57,0,0,0,1,1,1,1,1,1,0,1,1,1,1
8,0,4,1,1,2,4,1,159,75,1,0,129,98.0,37.74873,-122.41545,43,0,0,0,0,1,1,1,1,0,0,1,1,0,1
12,0,2,1,1,1,4,12,114,99,1,0,129,95.0,37.74873,-122.41545,29,0,0,0,0,1,1,1,1,0,0,0,1,0,1
1,0,2,1,1,1,4,12,99,99,1,0,9,93.0,37.74873,-122.41545,21,0,0,0,1,1,0,1,0,0,0,0,1,1,1
8,0,2,1,1,1,4,1,142,70,1,0,58,99.0,37.74873,-122.41545,26,0,0,0,0,1,1,1,0,0,0,1,1,0,1
12,0,2,1,1,2,4,1,120,125,2,15,9,98.0,37.74873,-122.41545,22,1,0,0,1,1,1,1,0,0,0,0,1,1,1
6,2,2,1,1,1,4,1,195,50,1,0,53,100.0,37.74873,-122.41545,42,0,0,0,0,1,1,1,0,0,0,1,1,0,1
1,0,2,1,1,1,4,1,150,90,2,50,21,86.0,37.74873,-122.41545,14,0,0,0,0,1,1,1,0,0,0,0,0,0,1
6,2,2,1,1,1,4,12,160,60,1,35,105,100.0,37.74873,-122.41545,48,0,0,0,1,1,0,1,1,0,0,0,1,1,1
9,0,2,1,1,1,4,1,100,50,1,0,281,99.0,37.74873,-122.41545,32,0,1,1,0,1,0,1,1,0,0,1,1,0,1
1,0,1,1,1,1,4,1,80,150,1,10,17,96.0,37.74873,-122.41545,34,0,0,0,1,1,0,1,1,0,0,0,0,1,1
12,2,2,1,1,1,4,12,150,50,1,20,99,98.0,37.74873,-122.41545,35,0,0,0,1,1,1,1,0,0,0,1,0,1,1
12,2,2,1,1,1,4,12,135,50,1,25,68,96.0,37.74873,-122.41545,34,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,1,1,4,12,111,140,1,0,6,96.0,37.74873,-122.41545,27,0,0,0,0,1,1,1,1,0,0,0,1,0,1
17,2,2,1,1,1,4,12,100,40,1,0,48,100.0,37.74873,-122.41545,39,0,0,0,1,1,1,1,1,0,0,1,0,1,1
12,2,2,1,1,1,4,1,179,30,1,0,54,99.0,37.74873,-122.41545,22,0,0,1,1,1,1,0,0,0,0,1,0,1,1
1,0,3,1,1,1,4,12,115,95,1,0,2,70.0,37.74873,-122.41545,25,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,2,1,1,1,1,4,12,96,35,1,40,40,99.0,37.74873,-122.41545,38,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,2,1,1,1,4,12,160,65,1,0,146,97.0,37.74873,-122.41545,25,0,0,0,0,1,1,0,1,0,0,0,1,0,1
8,0,4,1,1,1,3,12,172,100,2,25,148,98.0,37.74873,-122.41545,30,0,0,1,1,1,0,1,1,0,0,1,0,1,1
12,2,2,1,1,1,4,1,117,50,1,0,175,99.0,37.74873,-122.41545,40,0,1,1,1,1,0,1,0,0,0,1,1,1,1
8,2,2,1,1,1,4,1,115,50,1,0,127,98.0,37.74873,-122.41545,30,0,1,1,0,1,1,0,0,0,0,0,1,0,1
1,0,2,1,1,1,4,12,199,100,2,15,151,99.0,37.74873,-122.41545,57,0,1,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,1,1,4,1,85,100,1,0,85,99.0,37.74873,-122.41545,33,0,0,0,0,1,0,1,1,0,0,1,1,0,1
12,2,2,1,1,1,4,1,98,74,1,0,90,99.0,37.74873,-122.41545,23,0,0,0,0,1,0,0,0,0,0,1,1,0,1
12,2,2,2,1,1,4,1,101,40,1,0,179,99.0,37.74873,-122.41545,41,0,1,1,1,1,1,1,0,0,0,1,1,1,1
12,2,2,2,1,1,4,1,86,40,1,0,156,99.0,37.74873,-122.41545,38,0,1,1,1,1,1,1,0,0,0,1,1,1,1
8,0,4,1,1,2,4,1,220,50,2,25,164,98.0,37.74873,-122.41545,48,0,0,0,1,1,0,1,1,0,0,0,1,1,1
17,2,4,1,1,2,4,12,150,100,2,50,20,98.0,37.74873,-122.41545,34,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,2,1,1,1,4,12,120,75,1,0,40,99.0,37.74873,-122.41545,26,0,0,0,1,1,1,1,0,0,0,1,1,1,1
8,0,3,1,1,2,3,1,125,50,2,25,239,98.0,37.74873,-122.41545,35,0,0,1,0,1,1,0,1,0,0,1,1,0,1
1,2,2,1,1,1,4,12,195,10,1,0,7,91.0,37.74873,-122.41545,11,0,0,0,1,1,0,1,0,0,0,0,0,1,1
12,2,2,1,1,1,4,1,100,40,1,20,43,99.0,37.74873,-122.41545,28,0,0,0,1,1,0,1,1,0,0,0,0,1,1
1,2,3,1,1,2,4,14,68,29,2,17,8,90.0,37.74873,-122.41545,9,0,0,0,1,0,1,1,0,0,0,0,0,1,1
6,2,2,1,1,1,4,1,60,50,1,0,137,97.0,37.74873,-122.41545,30,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,2,1,1,1,1,4,12,85,50,1,40,5,96.0,37.74873,-122.41545,31,0,1,0,1,1,0,1,1,0,0,0,0,1,1
8,2,1,1,1,1,4,12,60,0,1,0,1,100.0,37.74873,-122.41545,27,0,0,0,1,1,0,0,1,0,0,0,1,1,1
1,2,1,1,1,1,4,12,82,50,1,40,3,93.0,37.74873,-122.41545,31,0,1,0,1,1,0,1,1,0,0,0,0,1,1
1,0,3,1,1,1,4,12,225,239,1,0,14,100.0,37.74873,-122.41545,38,0,0,1,0,1,0,1,1,0,0,0,1,0,1
6,2,2,1,1,1,4,1,75,25,1,20,27,96.0,37.74873,-122.41545,20,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,3,1,1,1,4,12,116,95,1,0,2,100.0,37.74873,-122.41545,22,0,0,0,0,1,1,1,1,0,0,0,1,0,1
1,2,2,1,1,1,4,12,119,39,1,0,14,100.0,37.74873,-122.41545,21,0,1,0,1,1,1,0,0,0,0,0,0,1,1
1,2,1,1,1,1,4,12,99,40,1,0,255,99.0,37.74873,-122.41545,22,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,2,2,1,1,1,4,1,90,25,1,15,67,99.0,37.74873,-122.41545,22,0,0,0,1,1,0,0,0,0,0,1,0,1,1
1,0,2,1,1,1,4,12,103,100,1,5,5,100.0,37.74873,-122.41545,36,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,2,1,1,1,4,12,250,100,2,0,153,99.0,37.74873,-122.41545,54,0,0,0,0,1,0,1,1,0,0,0,1,0,1
1,0,2,1,1,1,4,12,185,80,1,0,27,100.0,37.74873,-122.41545,36,0,0,0,1,1,1,1,1,0,0,1,1,1,1
9,0,2,1,1,1,4,1,88,100,1,0,30,99.0,37.74873,-122.41545,24,0,0,0,0,1,0,1,1,0,0,0,1,0,1
6,2,2,1,1,1,4,12,150,40,2,0,333,99.0,37.74873,-122.41545,41,0,0,1,1,1,1,1,1,0,0,1,1,1,1
1,0,3,1,1,1,4,12,130,200,1,0,6,83.0,37.74873,-122.41545,19,0,0,0,1,1,0,1,0,0,0,0,1,1,1
8,2,2,1,1,1,4,12,165,75,2,50,170,95.0,37.74873,-122.41545,26,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,2,2,1,1,1,4,12,180,40,1,20,63,98.0,37.74873,-122.41545,32,0,0,0,1,1,0,1,1,0,0,1,0,1,1
17,2,2,1,1,1,4,1,100,71,2,52,242,95.0,37.74873,-122.41545,43,0,0,0,1,1,1,1,1,0,0,1,1,1,1
8,0,2,1,1,1,4,1,116,15,1,0,146,99.0,37.74873,-122.41545,34,0,0,0,0,1,0,0,0,0,0,1,1,0,1
6,2,2,1,1,1,4,12,185,50,1,0,40,99.0,37.74873,-122.41545,24,0,1,0,1,1,1,1,0,0,0,0,0,1,1
12,2,2,1,1,1,4,12,128,75,1,20,3,100.0,37.74873,-122.41545,27,0,0,0,1,1,0,1,0,0,0,0,1,1,1
6,0,2,1,1,1,4,1,130,65,3,0,217,99.0,37.74873,-122.41545,34,0,1,0,0,1,1,1,1,0,0,0,1,0,1
12,2,2,1,1,1,4,1,124,95,1,0,4,90.0,37.74873,-122.41545,18,0,0,0,0,1,1,1,0,0,0,0,1,0,1
1,0,2,1,1,1,4,12,299,90,1,0,37,99.0,37.74873,-122.41545,17,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,0,3,1,1,1,4,12,140,200,1,0,9,100.0,37.74873,-122.41545,22,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,2,2,1,1,1,4,12,97,65,1,40,28,96.0,37.74873,-122.41545,34,0,0,0,1,1,0,1,1,0,0,0,0,1,1
12,2,2,2,1,1,4,12,35,10,1,20,104,87.0,37.74873,-122.41545,33,0,0,0,1,0,0,1,1,0,0,1,0,1,1
12,2,2,2,1,1,4,12,39,10,1,20,156,84.0,37.74873,-122.41545,33,0,0,0,1,0,0,1,1,0,0,1,0,1,1
12,2,3,2,1,2,4,12,39,10,1,20,166,84.0,37.74873,-122.41545,34,0,0,0,1,0,0,1,1,0,0,1,1,1,1
8,0,2,1,1,1,4,1,140,75,2,200,151,99.0,37.74873,-122.41545,41,0,0,0,0,1,1,1,1,0,0,1,1,0,1
1,2,1,1,1,1,4,1,128,50,1,25,2,90.0,37.74873,-122.41545,15,0,0,0,1,1,1,1,0,0,0,0,0,1,1
6,2,2,1,1,1,4,12,175,50,2,15,23,100.0,37.74873,-122.41545,31,1,0,1,0,1,1,1,1,0,0,1,1,0,1
1,2,2,1,1,1,4,1,60,25,1,0,148,98.0,37.74873,-122.41545,27,0,0,0,0,1,0,0,1,0,0,0,1,0,1
4,0,2,1,1,2,4,1,150,160,2,50,3,100.0,37.74873,-122.41545,28,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,2,1,1,1,1,4,12,92,35,1,30,50,97.0,37.74873,-122.41545,22,0,0,0,0,1,0,0,0,0,0,1,0,0,1
6,0,2,1,1,1,4,12,335,60,2,0,5,100.0,37.74873,-122.41545,26,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,2,2,1,1,1,4,1,65,20,1,0,334,99.0,37.74873,-122.41545,22,0,0,0,0,1,0,0,1,0,0,1,1,0,1
8,2,2,1,1,1,4,1,110,45,1,0,79,99.0,37.74873,-122.41545,19,0,0,0,0,1,1,0,0,0,0,1,1,0,1
8,0,2,1,1,1,4,1,85,60,2,0,171,96.0,37.74873,-122.41545,33,0,0,0,1,1,0,1,1,0,0,1,0,1,1
1,0,2,1,1,0,4,12,122,300,1,0,3,93.0,37.74873,-122.41545,32,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,2,2,1,1,1,4,12,155,40,1,0,23,99.0,37.74873,-122.41545,20,0,0,0,1,1,0,1,0,0,0,1,0,1,1
12,0,2,1,1,1,4,1,118,99,1,0,2,70.0,37.74873,-122.41545,17,0,0,0,1,0,0,1,0,0,0,0,1,1,1
1,2,2,1,1,1,4,12,149,40,1,0,169,98.0,37.74873,-122.41545,45,0,0,0,1,1,1,1,1,0,0,1,1,1,1
6,2,2,1,1,0,4,12,200,150,2,25,20,97.0,37.74873,-122.41545,30,0,0,0,1,1,1,1,1,0,0,1,1,1,1
6,2,4,1,1,2,4,12,225,150,2,25,40,97.0,37.74873,-122.41545,28,0,0,0,1,1,1,1,0,0,0,1,1,1,1
8,2,4,1,1,3,4,1,100,25,1,5,74,95.0,37.74873,-122.41545,21,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,1,1,1,4,12,77,60,1,40,44,97.0,37.74873,-122.41545,37,0,0,0,1,1,0,1,1,0,0,0,0,1,1
2,1,2,1,1,1,4,12,125,25,1,0,144,99.0,37.74873,-122.41545,28,1,0,0,0,1,0,0,1,0,0,0,0,0,1
9,0,1,1,1,1,4,12,50,50,1,25,98,95.0,37.74873,-122.41545,35,0,1,1,1,1,0,0,0,0,0,1,1,1,1
8,0,2,1,1,1,4,1,145,75,2,40,199,99.0,37.74873,-122.41545,33,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,2,1,1,1,4,12,109,99,1,0,8,94.0,37.74873,-122.41545,16,0,0,0,1,1,0,1,0,0,0,0,1,1,1
12,2,2,1,1,1,4,1,105,50,1,0,35,99.0,37.74873,-122.41545,38,0,0,1,1,1,0,1,0,0,0,1,0,1,1
1,0,2,1,1,1,4,1,175,75,1,0,18,96.0,37.74873,-122.41545,29,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,2,1,2,1,1,4,12,89,50,1,0,131,99.0,37.74873,-122.41545,39,0,0,1,1,1,0,1,1,0,0,1,1,1,1
1,0,4,2,1,1,4,1,195,135,1,0,17,100.0,37.74873,-122.41545,24,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,2,2,2,1,1,4,12,96,0,1,0,88,100.0,37.74873,-122.41545,28,0,0,0,1,1,0,1,1,0,0,0,0,1,1
12,0,3,1,1,1,4,12,275,180,2,0,4,100.0,37.74873,-122.41545,32,0,0,0,1,1,0,1,1,0,0,0,1,1,1
6,2,2,1,1,1,4,1,0,50,1,0,32,96.0,37.74873,-122.41545,29,0,0,0,1,1,0,1,1,0,0,0,1,1,1
8,0,4,1,1,1,4,1,96,95,2,10,43,97.0,37.74873,-122.41545,41,0,0,0,1,1,0,0,1,0,0,1,1,1,1
1,2,2,1,1,1,4,12,97,65,1,40,29,99.0,37.74873,-122.41545,34,0,1,0,1,1,0,1,1,0,0,1,0,1,1
1,0,2,1,1,1,4,1,97,125,1,0,4,100.0,37.74873,-122.41545,17,0,0,0,1,1,0,1,0,0,0,0,1,1,1
12,2,2,1,1,1,4,1,90,50,1,0,38,99.0,37.74873,-122.41545,32,0,0,0,1,1,0,1,0,0,0,1,0,1,1
6,2,2,1,1,1,4,1,150,20,1,0,233,99.0,37.74873,-122.41545,49,0,0,0,1,1,0,0,1,0,0,1,1,1,1
12,2,2,1,1,1,4,12,125,25,2,100,272,99.0,37.74873,-122.41545,37,0,1,1,0,1,0,0,0,0,0,1,1,0,1
6,2,2,1,1,1,4,12,90,30,1,0,73,97.0,37.74873,-122.41545,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17,2,3,1,1,1,4,12,250,150,1,100,45,100.0,37.74873,-122.41545,46,0,1,0,1,1,0,1,1,0,0,1,1,1,1
12,2,2,1,1,1,4,1,75,75,2,20,135,98.0,37.74873,-122.41545,49,0,0,0,0,1,0,1,1,0,0,1,1,0,1
12,2,2,2,1,1,4,1,75,40,1,25,91,98.0,37.74873,-122.41545,25,0,0,0,0,1,0,1,1,0,0,1,0,0,1
1,2,2,1,1,1,4,12,74,50,1,0,47,98.0,37.74873,-122.41545,26,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,2,1,1,1,1,4,1,80,20,1,20,17,95.0,37.74873,-122.41545,18,0,0,0,1,0,0,1,1,0,0,1,0,1,1
1,2,2,1,1,1,4,12,120,25,1,0,1,100.0,37.74873,-122.41545,21,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,3,1,1,1,4,12,150,200,1,0,8,95.0,37.74873,-122.41545,16,0,0,0,0,1,0,1,0,0,0,0,1,0,1
12,2,1,2,1,1,4,1,79,40,1,25,107,98.0,37.74873,-122.41545,32,0,0,1,0,1,0,1,1,0,0,1,0,0,1
8,0,2,1,1,1,4,1,175,75,2,20,53,99.0,37.74873,-122.41545,40,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,0,2,1,1,1,4,12,130,300,2,25,8,98.0,37.74873,-122.41545,34,0,0,0,1,1,0,1,1,0,0,1,1,1,1
8,0,4,1,1,2,4,1,150,80,2,25,102,98.0,37.74873,-122.41545,55,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,2,1,1,1,1,4,12,55,0,1,0,4,90.0,37.74873,-122.41545,25,0,0,0,0,1,0,1,1,0,0,0,0,0,1
12,2,1,1,1,1,4,12,55,0,1,0,3,100.0,37.74873,-122.41545,26,0,0,0,0,1,0,1,1,0,0,0,0,0,1
1,2,3,1,1,1,4,12,120,0,2,34,272,99.0,37.74873,-122.41545,37,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,2,2,1,1,1,4,1,75,19,1,10,74,97.0,37.74873,-122.41545,38,0,0,0,0,1,0,1,1,0,0,1,1,0,1
8,0,2,1,1,1,4,12,99,50,1,0,57,100.0,37.74873,-122.41545,42,0,1,1,1,1,0,0,1,0,0,1,1,1,1
1,2,2,2,1,1,4,12,89,0,1,0,100,100.0,37.74873,-122.41545,27,0,0,0,1,1,0,1,1,0,0,0,0,1,1
12,2,2,1,1,1,4,12,105,75,2,0,5,100.0,37.74873,-122.41545,26,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,3,1,1,1,4,12,115,95,1,0,2,70.0,37.74873,-122.41545,16,0,0,0,0,1,1,1,0,0,0,0,1,0,1
1,2,6,1,1,5,4,1,95,140,1,11,8,98.0,37.74873,-122.41545,41,1,0,0,1,1,0,1,1,0,0,1,1,1,1
12,2,1,1,1,1,4,14,95,50,1,0,55,100.0,37.74873,-122.41545,24,0,0,0,0,1,0,1,1,0,0,0,1,0,1
12,2,2,1,1,1,4,1,68,19,1,10,139,96.0,37.74873,-122.41545,25,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,0,3,1,1,1,4,12,130,200,1,0,1,80.0,37.74873,-122.41545,17,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,3,1,1,1,4,12,130,200,1,0,1,100.0,37.74873,-122.41545,13,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,0,3,1,1,1,4,12,130,200,1,0,2,90.0,37.74873,-122.41545,16,0,0,0,1,1,0,1,0,0,0,0,1,1,1
13,2,2,1,1,1,4,12,175,50,1,0,38,99.0,37.74873,-122.41545,23,0,0,0,0,1,0,1,1,0,0,1,0,0,1
1,0,2,1,1,1,4,1,235,100,1,0,37,93.0,37.74873,-122.41545,29,0,0,0,1,1,0,1,1,0,0,1,0,1,1
12,2,2,1,1,2,4,12,55,50,1,0,7,86.0,37.74873,-122.41545,35,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,2,2,1,1,1,4,12,140,100,1,0,25,99.0,37.74873,-122.41545,20,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,2,1,1,1,1,4,12,100,15,1,0,57,100.0,37.74873,-122.41545,31,0,1,0,1,1,0,1,1,0,0,1,1,1,1
1,2,1,1,1,1,4,1,144,70,1,20,77,97.0,37.74873,-122.41545,25,0,0,0,0,1,0,1,1,0,0,1,0,0,1
12,2,2,1,1,2,4,12,66,50,1,0,6,100.0,37.74873,-122.41545,33,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,2,1,1,1,1,4,12,122,44,1,16,102,100.0,37.74873,-122.41545,29,0,0,0,1,1,0,1,1,0,0,1,1,1,1
17,2,2,1,1,1,4,1,120,50,1,0,18,99.0,37.74873,-122.41545,20,0,0,0,1,1,0,1,0,0,0,0,0,1,1
12,2,2,1,1,1,4,12,95,15,1,20,72,97.0,37.74873,-122.41545,26,0,0,0,0,1,0,1,1,0,0,1,0,0,1
12,2,2,1,1,1,4,12,93,15,1,30,78,98.0,37.74873,-122.41545,26,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,2,2,1,1,1,4,12,75,100,1,0,78,98.0,37.74873,-122.41545,24,0,0,0,0,1,0,0,0,0,0,1,0,0,1
12,2,2,1,1,1,4,1,154,75,1,20,99,98.0,37.74873,-122.41545,17,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1,2,2,1,1,1,4,12,90,55,1,10,89,98.0,37.74873,-122.41545,20,0,0,0,0,1,0,0,0,0,0,1,1,0,1
8,0,2,1,1,1,4,1,195,75,1,35,78,99.0,37.74873,-122.41545,31,0,0,0,0,1,0,0,1,0,0,0,1,0,1
8,2,2,1,1,1,4,1,80,30,1,0,125,99.0,37.74873,-122.41545,27,0,0,0,1,1,0,0,1,0,0,1,1,1,1
1,2,2,1,1,1,4,1,80,10,1,0,38,94.0,37.74873,-122.41545,27,0,0,0,0,1,0,1,1,0,0,1,1,0,1
6,0,3,1,1,1,4,12,120,125,2,25,29,95.0,37.74873,-122.41545,36,0,0,0,0,1,0,1,0,0,0,1,1,0,1
14,2,2,1,1,1,4,12,275,312,1,20,8,88.0,37.74873,-122.41545,26,0,0,0,1,1,1,1,1,0,0,1,1,1,1
14,2,2,1,1,1,4,12,275,156,1,20,7,89.0,37.74873,-122.41545,26,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,2,3,1,1,1,4,1,70,0,1,10,78,91.0,37.74873,-122.41545,35,0,0,0,1,1,0,1,1,0,0,1,0,1,1
8,2,3,1,1,2,4,12,180,45,2,25,43,95.0,37.74873,-122.41545,38,0,0,0,0,1,0,0,1,0,0,1,1,0,1
12,2,2,1,1,1,4,1,125,15,1,0,72,99.0,37.74873,-122.41545,21,0,0,0,0,1,0,0,1,0,0,1,1,0,1
12,2,2,1,1,1,4,12,125,25,1,0,8,100.0,37.74873,-122.41545,23,0,0,0,0,1,0,0,0,0,0,1,1,0,1
12,2,1,1,1,1,4,12,100,20,1,0,3,100.0,37.74873,-122.41545,18,0,0,0,1,1,0,1,0,0,0,1,1,1,1
6,0,2,2,1,1,4,12,300,200,1,0,1,100.0,37.74873,-122.41545,16,0,0,0,1,1,0,1,0,0,0,0,1,1,1
12,2,2,1,1,1,4,12,100,50,1,50,84,100.0,37.74873,-122.41545,38,0,0,0,1,1,0,1,1,0,0,1,0,1,1
1,0,3,1,1,1,4,12,105,95,1,0,1,100.0,37.74873,-122.41545,23,0,0,0,0,1,0,1,1,0,0,0,1,0,1
1,2,2,1,1,1,4,1,234,50,1,25,9,98.0,37.74873,-122.41545,30,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,2,2,1,1,1,4,1,164,75,1,15,67,97.0,37.74873,-122.41545,19,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1,0,3,1,1,2,4,12,217,145,2,15,4,100.0,37.74873,-122.41545,21,0,0,0,0,1,0,1,1,0,0,1,1,0,1
6,0,3,1,1,1,4,1,200,50,1,0,12,98.0,37.74873,-122.41545,27,0,0,0,1,1,0,1,1,0,0,1,1,1,1
13,0,4,1,1,2,4,12,249,150,4,25,6,100.0,37.74873,-122.41545,31,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,2,2,1,1,1,4,1,110,15,1,15,78,99.0,37.74873,-122.41545,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,2,1,1,1,4,12,90,150,1,5,3,93.0,37.74873,-122.41545,18,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,2,1,1,1,1,4,1,52,40,1,35,15,100.0,37.74873,-122.41545,27,0,0,0,1,1,0,1,1,0,0,0,0,1,1
12,2,2,1,1,1,4,1,200,40,1,35,11,98.0,37.74873,-122.41545,28,0,0,0,1,1,0,1,1,0,0,1,0,1,1
6,2,1,1,1,1,4,1,105,35,1,0,55,100.0,37.74873,-122.41545,32,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,2,2,1,1,1,4,1,89,100,1,0,45,94.0,37.74873,-122.41545,20,0,0,0,1,1,0,0,1,0,0,1,0,1,1
6,2,2,1,1,1,4,12,99,83,1,0,1,100.0,37.74873,-122.41545,14,1,0,0,0,1,0,0,0,0,0,0,1,0,1
1,0,3,1,1,2,4,12,275,0,1,0,40,99.0,37.74873,-122.41545,29,0,0,0,0,1,0,1,1,0,0,1,1,0,1
12,2,2,1,1,1,4,12,88,67,1,65,66,95.0,37.74873,-122.41545,20,0,0,0,1,1,0,1,0,0,0,1,1,1,1
8,0,4,1,1,1,4,2,239,95,2,50,118,98.0,37.74873,-122.41545,61,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,2,2,1,1,1,4,1,150,50,1,25,23,94.0,37.74873,-122.41545,36,0,0,0,1,1,1,1,1,0,0,1,0,1,1
1,0,2,1,1,1,4,12,225,90,1,20,49,97.0,37.74873,-122.41545,17,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,2,2,1,1,1,4,12,140,50,1,60,67,94.0,37.74873,-122.41545,28,0,0,0,1,1,0,1,1,0,0,0,1,1,1
6,2,3,1,1,2,4,12,97,40,1,20,70,97.0,37.74873,-122.41545,35,0,0,0,0,1,0,0,1,0,0,0,0,0,1
12,2,1,1,1,1,4,1,80,40,1,35,5,96.0,37.74873,-122.41545,30,0,0,0,1,1,0,1,1,0,0,1,0,1,1
13,0,4,1,1,2,4,12,200,150,1,0,1,80.0,37.74873,-122.41545,38,0,0,0,1,1,0,1,1,0,0,0,1,1,1
