property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,neighbourhood_cleansed,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_rating,zc_lat,zc_lon,rental,num_amenities,air conditioning,cat(s),dog(s),dryer,heating,internet,kitchen,microwave,outdoor parking,private bathroom,self check-in,tv,washer,wifi
6,0,7,2,4,4,4,25,150,1,0,4,100.0,37.770936999999996,-122.44276,4250.0,13,0,0,0,1,1,0,1,0,0,0,0,1,1,1
17,0,4,1,4,4,4,25,95,1,0,10,96.0,37.770936999999996,-122.44276,4250.0,25,0,0,0,1,1,0,1,1,0,0,1,0,1,1
1,0,8,2,4,7,4,8,200,6,10,1,100.0,37.770936999999996,-122.44276,4250.0,37,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,9,1,4,5,4,8,350,3,150,24,97.0,37.770936999999996,-122.44276,4250.0,37,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,7,1,4,5,4,25,130,1,0,5,96.0,37.770936999999996,-122.44276,4250.0,48,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,5,1,4,5,4,8,375,3,175,1,100.0,37.770936999999996,-122.44276,4250.0,37,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,8,1,4,6,4,8,225,4,20,14,97.0,37.770936999999996,-122.44276,4250.0,26,0,0,0,0,1,0,1,1,0,0,0,1,0,1
12,0,8,3,4,5,4,25,225,3,25,7,100.0,37.770936999999996,-122.44276,4250.0,16,0,0,0,0,1,0,1,1,0,0,0,1,0,1
1,0,5,2,3,3,4,25,208,1,0,15,91.0,37.779329,-122.41915,3990.5,19,0,0,0,1,1,1,1,0,0,0,0,1,1,1
17,0,7,1,3,5,4,25,75,4,50,31,94.0,37.779329,-122.41915,3990.5,44,0,0,1,1,1,1,1,1,0,0,1,1,1,1
1,0,8,2,3,4,4,25,150,4,40,208,98.0,37.779329,-122.41915,3990.5,71,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,5,2,3,3,4,25,208,1,0,5,84.0,37.779329,-122.41915,3990.5,15,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,5,1,3,3,4,25,100,1,0,1,100.0,37.779329,-122.41915,3990.5,17,0,0,0,1,1,0,1,0,0,0,0,1,1,1
6,0,6,1,3,3,4,25,130,3,16,9,96.0,37.779329,-122.41915,3990.5,14,0,0,0,1,1,0,0,0,0,0,0,1,1,1
6,0,6,1,3,3,4,25,130,3,16,10,86.0,37.779329,-122.41915,3990.5,14,0,0,0,1,1,0,0,0,0,0,0,1,1,1
6,0,2,1,0,1,4,4,100,1,0,19,92.0,37.779329,-122.41915,2195.0,31,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,25,80,1,0,31,97.0,37.779329,-122.41915,2195.0,19,0,0,0,1,1,1,1,0,0,0,0,0,1,1
1,0,2,1,0,1,4,25,80,1,0,44,93.0,37.779329,-122.41915,2195.0,13,0,0,0,1,1,1,1,0,0,0,0,0,1,1
1,0,2,1,0,1,4,25,80,1,0,25,94.0,37.779329,-122.41915,2195.0,13,0,0,0,1,1,1,1,0,0,0,0,0,1,1
6,0,4,1,0,2,4,4,79,1,10,49,99.0,37.779329,-122.41915,2195.0,29,1,0,0,0,1,1,0,1,0,0,1,1,0,1
6,0,4,1,0,2,4,4,79,1,0,47,97.0,37.779329,-122.41915,2195.0,21,1,0,0,0,1,1,0,0,0,0,1,1,0,1
6,0,4,1,0,2,4,4,69,2,10,10,96.0,37.779329,-122.41915,2195.0,25,1,0,0,0,1,1,0,1,0,0,1,1,0,1
6,0,4,1,0,2,4,4,69,1,0,15,99.0,37.779329,-122.41915,2195.0,23,1,0,0,0,1,1,0,1,0,0,1,1,0,1
6,0,4,1,0,2,4,4,69,1,0,12,98.0,37.779329,-122.41915,2195.0,15,0,0,0,0,0,1,0,1,0,0,1,1,0,0
6,0,4,1,0,2,4,4,69,1,0,14,97.0,37.779329,-122.41915,2195.0,23,1,0,0,0,1,1,0,1,0,0,1,1,0,1
6,0,4,1,0,2,4,4,69,1,0,21,100.0,37.779329,-122.41915,2195.0,28,1,0,0,0,1,1,0,1,0,0,1,1,0,1
6,0,2,1,0,1,4,4,100,1,0,22,98.0,37.779329,-122.41915,2195.0,18,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,8,2,0,4,4,4,120,1,0,14,100.0,37.779329,-122.41915,2195.0,10,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1,0,2,1,0,1,4,4,150,1,0,4,100.0,37.779329,-122.41915,2195.0,19,0,0,0,1,1,1,1,0,0,0,0,1,1,1
11,2,4,1,0,2,4,4,0,1,0,141,98.0,37.779329,-122.41915,2195.0,33,1,0,0,0,1,1,0,1,0,0,1,1,0,1
1,0,2,1,0,1,4,4,95,1,0,3,80.0,37.779329,-122.41915,2195.0,20,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,25,1,0,82,89.0,37.779329,-122.41915,2195.0,12,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,25,1,0,120,89.0,37.779329,-122.41915,2195.0,13,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,3,1,0,1,4,4,0,2,12,15,100.0,37.779329,-122.41915,2195.0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3,2,2,1,0,1,4,4,29,1,0,144,96.0,37.779329,-122.41915,2195.0,30,0,0,0,0,1,1,0,1,0,0,1,1,0,1
6,0,4,1,0,2,4,4,69,1,0,17,95.0,37.779329,-122.41915,2195.0,23,1,0,0,0,1,1,0,1,0,0,1,1,0,1
6,0,4,1,0,2,4,4,69,1,0,18,98.0,37.779329,-122.41915,2195.0,25,1,0,0,0,1,1,0,1,0,0,1,1,0,1
11,2,4,1,0,2,4,4,0,1,0,79,98.0,37.779329,-122.41915,2195.0,35,1,0,0,0,1,1,0,1,0,0,1,1,0,1
11,2,4,1,0,2,4,4,0,1,0,76,98.0,37.779329,-122.41915,2195.0,33,1,0,0,0,1,1,0,1,0,0,1,1,0,1
11,2,4,1,0,2,4,4,0,1,0,96,98.0,37.779329,-122.41915,2195.0,33,1,0,0,0,1,1,0,1,0,0,1,1,0,1
1,0,2,1,0,1,4,4,95,1,0,1,60.0,37.779329,-122.41915,2195.0,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
6,0,4,1,0,2,4,4,69,1,0,6,90.0,37.779329,-122.41915,2195.0,30,1,0,0,0,1,1,0,1,0,0,1,1,0,1
6,0,4,1,0,2,4,4,69,1,0,16,98.0,37.779329,-122.41915,2195.0,25,1,0,0,0,1,1,0,1,0,0,1,1,0,1
1,0,2,1,0,1,4,4,25,1,0,73,88.0,37.779329,-122.41915,2195.0,11,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,25,1,0,40,88.0,37.779329,-122.41915,2195.0,13,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,25,1,0,63,91.0,37.779329,-122.41915,2195.0,10,0,0,0,1,1,0,1,0,0,0,0,1,1,1
6,0,4,1,0,2,4,4,69,1,0,8,98.0,37.779329,-122.41915,2195.0,24,1,0,0,0,1,1,0,1,0,0,1,1,0,1
6,0,4,1,0,2,4,4,69,1,0,7,97.0,37.779329,-122.41915,2195.0,28,1,0,0,0,1,1,0,1,0,0,1,1,0,1
1,0,2,1,0,1,4,4,95,1,0,2,70.0,37.779329,-122.41915,2195.0,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,23,1,0,39,94.0,37.779329,-122.41915,2195.0,10,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,25,1,0,40,92.0,37.779329,-122.41915,2195.0,10,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,25,1,0,99,87.0,37.779329,-122.41915,2195.0,10,0,0,0,1,1,0,1,0,0,0,0,1,1,1
0,2,2,1,0,1,4,4,25,1,0,42,87.0,37.779329,-122.41915,2195.0,13,0,0,0,1,1,0,0,0,0,0,0,1,1,1
0,2,2,1,0,1,4,4,25,1,0,22,84.0,37.779329,-122.41915,2195.0,13,0,0,0,1,1,0,0,0,0,0,0,1,1,1
16,0,2,1,0,1,4,4,75,1,0,1,100.0,37.779329,-122.41915,2195.0,21,0,0,0,0,1,0,0,0,0,0,1,1,0,1
11,2,4,1,0,2,4,4,0,1,0,30,98.0,37.779329,-122.41915,2195.0,30,1,0,0,0,1,0,0,1,0,0,1,1,0,1
11,2,4,1,0,2,4,4,0,1,0,42,99.0,37.779329,-122.41915,2195.0,30,1,0,0,0,1,0,0,1,0,0,1,1,0,1
1,0,2,1,0,1,4,4,95,1,0,4,80.0,37.779329,-122.41915,2195.0,27,0,0,0,1,1,1,1,1,0,0,0,1,1,1
3,2,2,1,0,1,4,4,29,1,0,32,97.0,37.779329,-122.41915,2195.0,26,0,0,0,0,1,0,0,1,0,0,1,1,0,1
3,2,2,1,0,1,4,4,29,1,0,28,94.0,37.779329,-122.41915,2195.0,27,0,0,0,0,1,0,0,1,0,0,1,1,0,1
16,0,2,1,0,1,4,4,29,1,0,90,96.0,37.779329,-122.41915,2195.0,25,0,0,0,0,1,0,0,1,0,0,1,1,0,1
1,0,2,1,0,1,4,4,95,1,0,1,80.0,37.779329,-122.41915,2195.0,19,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,1,80.0,37.779329,-122.41915,2195.0,28,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,3,93.0,37.779329,-122.41915,2195.0,27,0,0,0,1,1,1,1,1,0,0,0,1,1,1
11,2,4,1,0,2,4,4,0,1,0,29,99.0,37.779329,-122.41915,2195.0,30,1,0,0,0,1,0,0,1,0,0,1,1,0,1
1,0,2,1,0,1,4,4,95,1,0,1,60.0,37.779329,-122.41915,2195.0,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
6,0,2,1,0,1,4,4,100,1,0,2,100.0,37.779329,-122.41915,2195.0,32,1,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,2,1,0,1,4,4,95,1,0,3,80.0,37.779329,-122.41915,2195.0,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
11,2,4,1,0,2,4,4,0,1,0,16,98.0,37.779329,-122.41915,2195.0,30,1,0,0,0,1,0,0,1,0,0,1,1,0,1
3,2,2,1,0,1,4,4,25,1,0,4,80.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,1,2,1,0,1,4,4,25,1,0,3,80.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,1,2,1,0,1,4,4,25,1,0,2,70.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,2,1,0,1,4,4,25,1,0,3,87.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,2,1,0,1,4,4,25,1,0,2,70.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,2,1,0,1,4,4,25,1,0,3,100.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,2,1,0,1,4,4,25,1,0,3,80.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,2,1,0,1,4,4,25,1,0,6,93.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,2,1,0,1,4,4,25,1,0,9,80.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,2,1,0,1,4,4,25,1,0,3,93.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,2,1,0,1,4,4,25,1,0,1,80.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,2,1,0,1,4,4,25,1,0,1,60.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,1,2,1,0,1,4,4,25,1,0,8,88.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,2,1,0,1,4,4,25,1,0,3,87.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,2,1,0,1,4,4,25,1,0,4,80.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,1,2,1,0,1,4,4,25,1,0,20,91.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,1,2,1,0,1,4,4,25,1,0,13,85.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,2,1,0,1,4,4,25,1,0,3,87.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,1,2,1,0,1,4,4,25,1,0,3,80.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,2,1,0,1,4,4,25,1,0,3,80.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,1,2,1,0,1,4,4,25,1,0,8,90.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,2,1,0,1,4,4,25,1,0,2,90.0,37.779329,-122.41915,2195.0,12,0,0,0,0,1,0,0,0,0,0,1,1,0,1
3,2,2,1,0,1,4,4,25,1,0,1,100.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,2,1,0,1,4,4,25,1,0,3,87.0,37.779329,-122.41915,2195.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,1,2,1,0,1,4,4,25,1,0,10,82.0,37.779329,-122.41915,2195.0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3,1,2,1,0,1,4,4,25,1,0,16,85.0,37.779329,-122.41915,2195.0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3,1,2,1,0,1,4,4,25,1,0,18,87.0,37.779329,-122.41915,2195.0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3,2,2,1,0,2,4,4,25,1,0,1,100.0,37.779329,-122.41915,2195.0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3,2,2,1,0,2,4,4,25,1,0,1,80.0,37.779329,-122.41915,2195.0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3,2,2,1,0,2,4,4,25,1,0,2,80.0,37.779329,-122.41915,2195.0,13,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3,2,2,1,0,2,4,4,25,1,0,5,84.0,37.779329,-122.41915,2195.0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3,2,2,1,0,2,4,4,25,1,0,2,90.0,37.779329,-122.41915,2195.0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3,2,2,1,0,2,4,4,25,1,0,2,100.0,37.779329,-122.41915,2195.0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3,2,2,1,0,2,4,4,25,1,0,1,100.0,37.779329,-122.41915,2195.0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3,2,2,1,0,2,4,4,25,1,0,2,70.0,37.779329,-122.41915,2195.0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3,2,2,1,0,2,4,4,25,1,0,1,100.0,37.779329,-122.41915,2195.0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,0,2,1,0,1,4,4,50,1,0,8,100.0,37.779329,-122.41915,2195.0,24,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,3,100.0,37.779329,-122.41915,2195.0,25,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,3,60.0,37.779329,-122.41915,2195.0,25,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,2,90.0,37.779329,-122.41915,2195.0,24,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,1,100.0,37.779329,-122.41915,2195.0,24,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,1,80.0,37.779329,-122.41915,2195.0,16,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,95,1,0,2,60.0,37.779329,-122.41915,2195.0,16,0,0,0,1,1,0,1,0,0,0,0,1,1,1
3,2,2,1,0,1,4,4,29,1,0,14,96.0,37.779329,-122.41915,2195.0,26,0,0,0,0,1,0,0,1,0,0,1,1,0,1
3,0,2,1,0,1,4,4,29,1,0,41,95.0,37.779329,-122.41915,2195.0,28,0,0,0,0,1,1,0,1,0,0,1,1,0,1
3,0,2,1,0,1,4,4,29,1,0,48,95.0,37.779329,-122.41915,2195.0,28,0,0,0,0,1,1,0,1,0,0,1,1,0,1
3,0,2,1,0,1,4,4,29,1,0,35,91.0,37.779329,-122.41915,2195.0,25,0,0,0,0,1,0,0,1,0,0,1,1,0,1
16,1,3,1,0,1,4,4,65,1,0,4,100.0,37.779329,-122.41915,2195.0,24,1,0,0,1,1,1,0,0,0,0,1,1,1,0
1,0,2,1,0,1,4,4,85,2,25,7,80.0,37.779329,-122.41915,2195.0,17,0,0,0,1,1,0,1,0,0,0,1,0,1,1
11,2,4,1,0,2,4,4,0,1,0,7,100.0,37.779329,-122.41915,2195.0,30,1,0,0,0,1,0,0,1,0,0,1,1,0,1
11,2,4,1,0,2,4,4,0,1,0,11,98.0,37.779329,-122.41915,2195.0,30,1,0,0,0,1,0,0,1,0,0,1,1,0,1
11,2,4,1,0,2,4,4,0,1,0,7,100.0,37.779329,-122.41915,2195.0,34,1,0,0,0,1,1,0,1,0,0,1,1,0,1
11,2,4,1,0,2,4,4,0,1,0,8,100.0,37.779329,-122.41915,2195.0,35,1,0,0,0,1,1,0,1,0,0,1,1,0,1
16,1,4,1,0,1,4,4,65,1,0,1,100.0,37.779329,-122.41915,2195.0,23,1,0,0,0,1,1,0,0,0,0,1,1,0,1
1,0,2,1,0,1,4,4,100,1,0,16,79.0,37.779329,-122.41915,2195.0,10,0,0,0,1,1,0,1,0,0,0,0,0,1,1
16,1,4,1,0,1,4,4,65,1,0,1,100.0,37.779329,-122.41915,2195.0,23,1,0,0,0,1,1,0,0,0,0,1,1,0,1
16,1,3,1,0,1,4,4,65,1,0,1,100.0,37.779329,-122.41915,2195.0,24,1,0,0,1,1,1,0,0,0,0,1,1,1,0
11,2,4,1,0,2,4,4,0,1,0,3,100.0,37.779329,-122.41915,2195.0,33,1,0,0,0,1,1,0,1,0,0,1,1,0,1
11,2,4,1,0,2,4,4,0,1,0,4,100.0,37.779329,-122.41915,2195.0,33,1,0,0,0,1,1,0,1,0,0,1,1,0,1
8,0,4,1,1,1,4,25,0,4,20,320,96.0,37.786128999999995,-122.43736000000001,6500.0,40,0,0,1,0,1,1,1,1,0,0,1,1,0,1
6,0,4,1,1,2,4,25,150,2,10,17,94.0,37.786128999999995,-122.43736000000001,6500.0,51,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,2,1,1,1,1,4,25,55,1,0,98,97.0,37.786128999999995,-122.43736000000001,6500.0,36,0,1,1,0,1,1,1,0,0,0,1,0,0,1
1,0,2,1,1,1,4,25,99,2,0,34,94.0,37.786128999999995,-122.43736000000001,6500.0,16,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,2,1,1,1,1,4,25,69,1,0,3,100.0,37.786128999999995,-122.43736000000001,6500.0,10,0,0,0,1,1,0,1,0,0,0,0,1,1,1
13,0,3,1,1,2,4,25,180,1,0,27,95.0,37.786128999999995,-122.43736000000001,6500.0,53,0,1,0,1,1,0,1,1,0,0,1,1,1,1
6,2,2,1,1,1,4,25,35,1,15,114,98.0,37.786128999999995,-122.43736000000001,6500.0,25,0,0,0,0,1,1,1,0,0,0,0,1,1,1
6,0,2,1,1,1,4,25,125,1,0,1,100.0,37.786128999999995,-122.43736000000001,6500.0,34,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,1,1,4,25,160,1,15,20,94.0,37.786128999999995,-122.43736000000001,6500.0,42,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,2,1,1,1,4,18,69,2,0,81,95.0,37.786128999999995,-122.43736000000001,6500.0,30,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,2,1,1,1,1,4,25,30,1,0,127,98.0,37.786128999999995,-122.43736000000001,6500.0,22,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,2,2,1,1,1,3,25,55,2,25,360,97.0,37.786128999999995,-122.43736000000001,6500.0,28,0,1,0,1,1,0,1,0,0,0,1,0,1,1
1,0,2,1,1,1,4,18,125,1,0,126,98.0,37.786128999999995,-122.43736000000001,6500.0,37,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,2,1,1,0,4,25,160,2,100,26,97.0,37.786128999999995,-122.43736000000001,6500.0,30,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,3,1,1,1,4,18,100,2,20,199,96.0,37.786128999999995,-122.43736000000001,6500.0,24,0,0,0,0,1,1,1,0,0,0,0,1,0,1
12,2,2,1,1,2,4,25,100,1,25,235,97.0,37.786128999999995,-122.43736000000001,6500.0,27,0,0,0,1,1,1,0,0,0,0,1,1,1,1
12,2,2,1,1,1,4,25,75,2,75,51,100.0,37.786128999999995,-122.43736000000001,6500.0,30,0,1,1,0,1,1,0,0,0,0,0,1,0,1
6,2,2,1,1,1,4,25,60,1,20,240,99.0,37.786128999999995,-122.43736000000001,6500.0,32,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,2,1,1,1,4,18,50,1,0,17,100.0,37.786128999999995,-122.43736000000001,6500.0,26,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,2,2,1,1,1,4,25,100,1,15,202,99.0,37.786128999999995,-122.43736000000001,6500.0,37,0,0,0,1,1,0,1,1,0,0,0,1,1,1
8,0,2,1,1,2,4,9,95,2,25,115,96.0,37.786128999999995,-122.43736000000001,6500.0,39,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,4,1,1,2,4,25,0,2,0,19,95.0,37.786128999999995,-122.43736000000001,6500.0,11,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,3,1,1,1,4,25,100,1,0,59,98.0,37.786128999999995,-122.43736000000001,6500.0,23,0,0,0,1,1,0,1,1,0,0,0,0,1,1
1,0,3,1,1,2,4,25,0,2,0,6,90.0,37.786128999999995,-122.43736000000001,6500.0,23,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,2,2,1,1,1,4,25,70,1,20,18,82.0,37.786128999999995,-122.43736000000001,6500.0,13,0,0,0,0,1,1,1,0,0,0,1,0,0,1
1,0,2,1,1,1,4,25,125,2,25,224,90.0,37.786128999999995,-122.43736000000001,6500.0,19,0,0,0,0,1,0,1,0,0,0,0,1,0,1
12,2,2,1,1,2,4,25,100,1,25,234,98.0,37.786128999999995,-122.43736000000001,6500.0,27,0,0,0,1,1,1,0,0,0,0,1,1,1,1
17,2,2,1,1,1,4,25,30,1,0,184,99.0,37.786128999999995,-122.43736000000001,6500.0,37,0,0,0,0,1,0,0,0,0,0,0,1,0,1
8,0,2,1,1,1,4,25,60,2,10,325,98.0,37.786128999999995,-122.43736000000001,6500.0,29,0,0,0,0,1,1,0,0,0,0,1,1,0,1
1,2,2,1,1,1,4,18,50,1,0,45,92.0,37.786128999999995,-122.43736000000001,6500.0,18,0,1,1,1,1,0,1,0,0,0,0,1,1,1
12,2,2,1,1,1,4,18,30,1,20,569,99.0,37.786128999999995,-122.43736000000001,6500.0,18,0,0,0,0,1,1,0,0,0,0,0,1,0,1
12,2,2,1,1,1,4,18,150,2,40,180,99.0,37.786128999999995,-122.43736000000001,6500.0,49,0,0,0,0,1,1,1,1,0,0,1,1,0,1
12,2,2,1,1,1,4,18,30,1,20,565,99.0,37.786128999999995,-122.43736000000001,6500.0,19,0,0,0,0,1,1,0,0,0,0,0,1,0,1
6,2,1,1,1,1,4,25,20,1,0,43,96.0,37.786128999999995,-122.43736000000001,6500.0,18,0,0,0,1,1,1,1,1,0,0,0,0,1,1
1,2,1,1,1,1,4,25,75,1,89,4,100.0,37.786128999999995,-122.43736000000001,6500.0,29,1,0,0,1,1,1,1,1,0,0,0,1,1,1
17,2,1,1,1,1,4,25,55,1,0,28,97.0,37.786128999999995,-122.43736000000001,6500.0,18,0,0,0,0,1,0,1,0,0,0,0,1,0,1
8,0,2,1,1,1,4,25,75,2,50,236,99.0,37.786128999999995,-122.43736000000001,6500.0,34,0,0,0,0,1,0,0,1,0,0,1,1,0,1
12,2,2,1,1,1,4,18,30,1,20,567,99.0,37.786128999999995,-122.43736000000001,6500.0,21,0,0,0,0,1,1,0,0,0,0,0,1,0,1
1,2,1,1,1,1,4,25,50,1,80,7,100.0,37.786128999999995,-122.43736000000001,6500.0,19,1,0,0,1,1,1,1,0,0,0,0,1,1,1
6,2,1,1,1,1,4,25,20,1,0,21,95.0,37.786128999999995,-122.43736000000001,6500.0,19,0,0,0,1,1,1,1,1,0,0,0,0,1,1
6,0,3,1,1,2,4,18,110,2,50,127,99.0,37.786128999999995,-122.43736000000001,6500.0,31,0,0,0,0,1,1,0,1,0,0,1,1,0,1
6,2,2,1,1,1,4,25,60,2,100,37,97.0,37.786128999999995,-122.43736000000001,6500.0,45,0,0,0,1,0,0,1,1,0,0,1,1,1,1
6,2,2,1,1,1,4,25,45,2,40,220,95.0,37.786128999999995,-122.43736000000001,6500.0,27,0,1,1,1,1,1,0,1,0,0,1,1,1,1
1,0,2,1,1,2,4,25,80,1,20,75,91.0,37.786128999999995,-122.43736000000001,6500.0,26,0,0,0,0,1,1,0,1,0,0,1,1,0,1
17,2,2,1,1,1,4,25,40,2,75,202,98.0,37.786128999999995,-122.43736000000001,6500.0,51,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,2,1,1,1,4,18,150,2,65,65,99.0,37.786128999999995,-122.43736000000001,6500.0,55,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,2,2,1,1,1,4,25,125,1,19,107,97.0,37.786128999999995,-122.43736000000001,6500.0,42,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,2,2,1,1,1,4,25,129,2,19,2,100.0,37.786128999999995,-122.43736000000001,6500.0,16,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,2,2,1,1,1,4,25,50,1,10,1,100.0,37.786128999999995,-122.43736000000001,6500.0,16,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,2,2,1,1,2,4,25,50,2,10,2,100.0,37.786128999999995,-122.43736000000001,6500.0,16,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,2,2,2,1,0,4,25,35,1,15,52,98.0,37.786128999999995,-122.43736000000001,6500.0,24,1,0,0,1,1,1,1,0,0,0,0,1,1,1
8,2,2,1,1,1,4,25,80,2,50,51,94.0,37.786128999999995,-122.43736000000001,6500.0,20,0,0,0,0,1,0,0,0,0,0,1,1,0,1
12,2,2,1,1,1,4,18,35,1,0,49,100.0,37.786128999999995,-122.43736000000001,6500.0,31,0,0,0,1,1,1,1,0,0,0,0,1,1,1
8,2,2,1,1,2,4,25,60,1,0,113,96.0,37.786128999999995,-122.43736000000001,6500.0,29,0,1,1,0,1,1,0,0,0,0,1,1,0,1
