"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10"
"75068","Little Elm","TX","Dallas-Fort Worth-Arlington","Denton County",97,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1650,1650,1600,1650,1650,1600,1625,1600,1595,1595,1600,1597.5,1600,1650,1697.5,1650,1650,1695,1695,1700,1750,1795,1699.5,1725,1697.5,1750,1795,1797.5,1850,1850,1800,1785,1840,1895,1825,1850,1822.5,2000,1795,1750,1897.5,1850,1925,1800,1795,1796.5,1875,1800,1950,1995,1900,1950,1900,1900,1895,1850,1850,1850,1950,1950,1987.5,1950,1950,1895,1990,1945,1892.5,1900,1995,2100,2100,1995,2000,2100,2097,2000,1992.5,2050,2025
"89147","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",98,,,,,,,,,,,,,1300,1300,1300,1350,1350,1350,1350,1350,1325,1300,1300,1297.5,1300,1300,1350,1495,1450,1400,1322.5,1300,1375,1385,1395,1395,1375,1400,1400,1400,1400,1420,1432.5,1375,1450,1450,1395,1395,1467.5,1425,1400,1425,1467.5,1450,1485,1496.5,1350,1412.5,1400,1395,1407.5,1500,1600,1542.5,1495,1550,1530,1395,1450,1487.5,1399,1442.5,1400,1450,1500,1650,1600,1650,1650,1598,1550,1550,1547.5,1595,1650,1600,1695,1697.5,1672.5,1650,1700,1750,1750,1700,1697.5,1795,1700,1699,1772.5,1750,1750,1887.5,1895,1792.5,1789.5,1750
"75071","McKinney","TX","Dallas-Fort Worth-Arlington","Collin County",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1800,1795,1900,1972.5,1950,1950,1900,1895,1895,1837.5,1812.5,1850,1850,1850,1900,1900,1920,1995,1995,1972.5,1925,1875,1975,1950,1995,1997.5,2000,2055,2197.5,1995,1995,1950,1947.5,1945,1950
"06511","New Haven","CT","New Haven-Milford","New Haven County",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1575,1600,1650,1700,1562.5,1597.5,1650,1650,1625,1650,1595,1650,1697.5,1750,1650,1747.5,1800,1684,1625,1667,1625,1600,1692,1750,1825,1800,1700,1700,1700,1700,1695,1650
"30114","Canton","GA","Atlanta-Sandy Springs-Roswell","Cherokee County",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1613.5,1680,1685,1675,1695,1730,1700,1716,1716,1695,1700,1680
"33178","Doral","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",102,2500,2500,2500,2600,2600,2695,2600,2600,2600,2600,2625,2600,2697.5,2650,2700,2700,2750,2750,2800,2600,2600,2675,2700,2700,2600,2600,2600,2737.5,2800,2750,2750,2700,2650,2650,2650,2650,2650,2650,2600,2600,2700,2750,2800,2800,2750,2750,2700,2700,2700,2800,2850,2825,2899,3000,2874.5,2900,2950,3000,2950,2900,2900,2950,2950,2985,3000,2870,2850,2899.5,2950,2900,2900,2775,2800,2850,2900,2899,2800,2950,3000,2900,2900,2900,2900,2950,2950,2950,3000,3050,3075,3000,2999.5,2990,2950,2950,2950,2900,2900,2900,2950,2950,2970,2900,2900,3000,3000,3050
"29229","Columbia","SC","Columbia","Richland County",103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1350,1350,1397.5,1435,1537.5,1495,1460,1400,1450,1400,1397.5,1390,1357.5,1400,1435,1425,1425,1450,1450,1400,1437.5,1495,1412.5,1400,1440,1465,1470,1500,1500,1550,1499,1485,1495
"23456","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,1997.5,1972.5,1985,1995,1900,2000,1950,1895,1995,1975,1895,1897.5,1900,1995,1900,2100,2150,2097.5,1995,1975,1950,2100,2075,2000,2000,1995,1950,1925,1995,1950,2050,2205,2250,2150
"30144","Kennesaw","GA","Atlanta-Sandy Springs-Roswell","Cobb County",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685,1670,1650,1695,1697.5,1799,1750,1805,1745,1795,1826.5,1785,1795
"75034","Frisco","TX","Dallas-Fort Worth-Arlington","Collin County",106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100,2997,3000,3100,3000,2950,2950,3000,3000,2999.5,3100,2950,2950,2950,2900,2950,2650,2524.5,2950,3100,3037,2800,2775,2825,2995
"77407","Richmond","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874.5,1825,1950,1950,1950,1972.5,1950,1925,1897.5,1990,1962.5,1995,1999.5,1895,1850,1800,1850,1895,1900,1900,1900,1950,1900,1900,1900,1950,1950,1950,1950,1950,1850,1890,1895,1950,1997.5,1995
"75093","Plano","TX","Dallas-Fort Worth-Arlington","Collin County",108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100,3100,2900,2984,2900,3005,2819,3099,2999.5,3012,2900,3074,2950,3024,2929.5,2970
"65202","Columbia","MO","Columbia","Boone County",109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.5,900,900,900,925,950,950,950,925,950,950,925,950,950,925,925,950,950,925,950,950,955,950,925,927.5,950,950,950,950,950,995,997.5,960
"22554","Stafford","VA","Washington-Arlington-Alexandria","Stafford County",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2150,2100,2272.5,2272.5,2200,2200,2100,2172.5,2150,2200,2150,2150,2150,2200,2250,2200,2275,2300,2200,2195,2200,2175,2200,2100,2200,2200,2330,2300,2300,2250,2272.5,2300,2200
"89129","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1495,1495,1497.5,1495,1505.5,1595,1495,1495,1580,1575,1545,1500,1500,1550,1600,1647,1625,1580,1597,1575,1602.5,1650,1622.5,1600,1600,1680,1750,1725,1670,1670,1700,1695,1620
"92880","Eastvale","CA","Riverside-San Bernardino-Ontario","Riverside County",112,,,,,,,,,,,,,2300,2300,2300,2350,2300,2300,2300,2300,2300,2295,2300,2300,2300,2300,2300,2300,2285,2250,2300,2300,2300,2350,2300,2300,2300,2300,2300,2300,2300,2300,2350,2350,2300,2350,2300,2300,2300,2300,2300,2350,2300,2400,2400,2400,2400,2400,2400,2400,2400,2400,2412.5,2450,2400,2450,2500,2500,2300,2475,2500,2500,2499,2550,2550,2600,2587,2550,2550,2550,2550,2550,2500,2500,2500,2500,2572.5,2595,2600,2600,2600,2600,2600,2625,2600,2600,2600,2600,2600,2600,2600,2650,2650,2690,2600,2680
"78258","San Antonio","TX","San Antonio-New Braunfels","Bexar County",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112.5,2000,2097.5,2283.5,2295,2272,2272,2258,2325,2265,2395,2254,2089,2119.5,2195,2200,2195,2200,2283.5,2200,2287,2350,2250,2265,2295,2300,2295,2265,2275,2395,2295,2200,2300,2283.5,2310,2310,2286
"33033","Homestead","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1600,1700,1800,1800,1800,1800,1850,1800,1825,1800,1850,1900,1900,1900,1800,1800,1850,1850,1900,1945,1900,1925,1900,1900,1935,1900,1875,1900,1917.5,1950,2000,2040,1985,2000,2000,1950
"84043","Lehi","UT","Provo-Orem","Utah County",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,1895,1850,1799,1779,1750,1795,1795,1900,1849.5,1872,1849.5,1800,1872.5,1800,1900
"47401","Bloomington","IN","Bloomington","Monroe County",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2925,2950,2950,2775,2749.5,2625,2625,2400,2400,2500,2500,2800,3000,2800,2900,3000,2900,2775
"75025","Plano","TX","Dallas-Fort Worth-Arlington","Collin County",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,2100,1995,2075,2150,2100,2195,2250,2200,2197.5,2150,2150,2100,2000,2000,2100,2100,2100,2100,2150,2195,2200,2250,2225,2147,2100,2125,2195,2197.5,2225,2300,2292.5,2297.5,2295,2262.5,2250,2275
"75024","Plano","TX","Dallas-Fort Worth-Arlington","Collin County",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272.5,2425,2292.5,2295,2345,2400,2300,2395,2400,2200,2175,2225,2300,2262.5,2200,2147.5,2375,2500,2425,2295,2400,2400,2400,2495,2400,2425,2400,2400,2400,2500,2495,2550,2597.5,2425
"66502","Manhattan","KS","Manhattan","Riley County",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1440,1440,1400,1345,1332.5,1350,1275,1250,1200,1150,1295,1400,1400,1440,1395,1380,1300,1250,1200,1200,1200,1250,1350,1400,1425,1400,1400,1350,1297,1250,1200,1200,1150,1200
"77406","Richmond","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1850,1775,1850,1975,1900,1985,2000,1999.5,2000,1950,2000,2000,1900,1850,1875,2100,2200,2200,2000,2000,1950,1900,1900,1800,1862.5,1862.5,1950,1762.5,1850,1887.5,1850,2000,1962.5
"12866","Saratoga Springs","NY","Albany-Schenectady-Troy","Saratoga County",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887.5,2200,2250,2300,2600,2797.5,3000,2600,2600,2500,2500,2200
"92037","San Diego","CA","San Diego-Carlsbad","San Diego County",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7250,7500,8000,8400,8000,7550,8000,7997.5,7995,7450,7500,8225,7500,7500,7995,7550,7350,6925,6995,8000,7400,8000,8300,9000,8500,8250,8000,7750,8000,7250,7500,8000
"30809","Evans","GA","Augusta-Richmond County","Columbia County",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.5,1500,1575,1595,1562.5,1595,1600,1597.5,1550,1550,1595,1575,1595,1595,1550,1575,1562.5,1599,1650,1600,1550,1650,1675,1675,1600,1550,1600,1550,1650,1700,1700,1695,1650,1624.5,1647.5
"34746","Kissimmee","FL","Orlando-Kissimmee-Sanford","Osceola County",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1400,1390,1395,1395,1400,1475,1450,1450,1450,1450,1495,1450,1450,1500,1495,1497.5,1495,1500,1500,1550,1495,1500,1555,1550,1497.5,1500,1495,1595,1500,1597.5,1650,1595,1500,1550,1600,1599.5,1537.5,1550,1600,1662.5,1699,1650,1650,1700,1750,1675,1650,1695,1695,1700,1685,1650,1650,1705,1700,1700,1750,1797.5,1800,1725,1742
"53703","Madison","WI","Madison","Dane County",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2090,2185,2090,2185,2090,2090,2000,1977.5,1915,1845,1995,2185,2185,2185,1995,2007.5,1997,1990,1947.5,1935,1837.5,1810,1895,2145,2200
"77469","Richmond","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,1900,1850,1850,1875,1812.5,1800,1800,1750,1800,1895,1800,1800,1800,1800,1850,1875,1862.5,1872.5,1925,1862.5,1850,1817.5,1850,1900,1897.5,1872.5,1900,1895,1847.5,1800,1750,1795,1800
"32746","Lake Mary","FL","Orlando-Kissimmee-Sanford","Seminole County",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,2100,2195,2245,2350,2197.5,2197.5,2122.5,2000,2000,2000,2195,2295,2296,2200,2300,2325,2430,2300,2200,2295,2424.5,2336,2350,2395,2195,2190,2172.5,2395,2298,2281.5,2245,2397
"77388","Spring","TX","Houston-The Woodlands-Sugar Land","Harris County",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,1650,1695,1650,1675,1695,1695,1675,1695,1700,1725,1825,1822,1799,1750,1750,1750,1750,1750,1750,1750,1747,1700,1750,1767.5,1797.5,1845,1849.5,1845,1800,1785,1790,1797.5,1775
"30097","Duluth","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,2100,2050,2050,2075,2047.5,2200,2100,2050,1999.5,1995,2050,2050,2050,2050,2000,2100,2100,2100,2100,2195,2100,2100,2100,2175,2200,2200,2200,2300,2297.5,2300,2239,2100,2100
"34786","Windermere","FL","Orlando-Kissimmee-Sanford","Orange County",130,,,,,,,,,,,,,,,,,,1800,1995,1850,1850,1850,1850,1895,1895,1895,1995,1995,1950,1950,1925,1947.5,1972.5,1900,2000,1975,1925,1950,1950,2000,2075,1900,2000,1995,1895,1900,1900,1937.5,1950,2100,2097.5,2200,2100,2125,2187.5,2187.5,2200,2200,2000,2100,2125,2122.5,2200,2295,2200,2072.5,2072.5,2200,2372.5,2200,2200,2200,2225,2197.5,2099,2300,2450,2322.5,2595,2490,2395,2294.5,2290,2325,2350,2275,2266,2300,2400,2350,2437.5,2375,2350,2300,2325,2322.5,2447,2453.5,2462.5,2400,2350,2400,2400,2400,2400,2450
"78109","Converse","TX","San Antonio-New Braunfels","Bexar County",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.5,1400,1400,1400,1400,1450,1475,1450,1400,1450,1450,1450,1450,1450,1437.5,1462.5,1475,1495,1525,1545,1545,1495,1450,1495,1495,1497,1525,1550,1549.5,1595,1550,1595,1600,1500
"77339","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1750,1767.5,1795,1795,1725,1750,1750,1750,1775,1775,1850,1850,1790,1750,1762.5,1790
"43201","Columbus","OH","Columbus","Franklin County",133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1840,1800,1800,1745,1720,1700,1600,1600,1600,1875,2020,2020,1960,1900,1900,1900,1850,1800,1800,1650,1800,1790,2100,2000
"32824","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",134,,,,,,,,,,,,,,,,1425,1500,1462.5,1550,1500,1495,1450,1500,1500,1450,1400,1362.5,1400,1400,1497.5,1425,1400,1497.5,1485,1450,1500,1497.5,1495,1470,1475,1525,1597.5,1600,1649,1650,1627,1595,1600,1575,1600,1600,1595,1695,1695,1650,1690,1650,1600,1625,1672.5,1712.5,1650,1650,1600,1672.5,1650,1675,1600,1685,1685,1699,1625,1700,1750,1695,1700,1769.5,1800,1875,1795,1760,1750,1774.5,1800,1822.5,1785,1875,1812.5,1920,1955,1878.5,2000,1987.5,1950,1925,1925,1982,1925,1937.5,1911.5,1895,1898,2000,1979,1970,1900
"30519","Buford","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",135,,,,,,,,,,,,,,,,1295,1297.5,1350,1350,1297.5,1295,1395,1375,1350,1395,1395,1395,1395,1310,1350,1362.5,1395,1397.5,1400,1400,1400,1400,1400,1400,1400,1437.5,1400,1400,1425,1400,1450,1450,1462.5,1450,1450,1499,1500,1525,1500,1500,1495,1495,1480,1500,1547,1500,1500,1550,1542.5,1500,1500,1525,1500,1507,1507.5,1500,1460,1500,1550,1595,1600,1610,1650,1640.5,1675,1650,1650,1650,1650,1676,1695,1700,1700,1700,1750,1700,1692.5,1700,1675,1700,1749,1763.5,1770,1750,1750,1784,1779.5,1770,1750,1750,1750
"89131","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1625,1672.5,1695,1695,1730,1710,1695,1600,1599,1680,1695,1695,1695,1737.5,1699,1875,1800,1850,1772.5,1867.5,1795,1800,1800,1785,1790,1705,2000,2050,1857.5,1775,1750,1745,1695
"30813","Grovetown","GA","Augusta-Richmond County","Columbia County",137,,,,,,,,,,,,,,,,,,,,,,,,,,1285,1297.5,1300,1295,1275,1275,1237.5,1200,1225,1250,1250,1250,1250,1250,1250,1250,1250,1295,1295,1295,1295,1250,1250,1295,1350,1350,1295,1295,1300,1300,1350,1300,1295,1285,1300,1300,1300,1350,1395,1395,1395,1350,1375,1250,1300,1262.5,1300,1350,1350,1400,1400,1400,1350,1350,1395,1425,1397.5,1375,1362.5,1350,1350,1325,1395,1450,1400,1412.5,1400,1400,1400,1400,1395,1395,1400,1400,1400,1400,1425,1500,1485,1422.5,1425
"77044","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1575,1587.5,1575,1550,1550,1537.5,1525,1525,1525,1545,1687.5,1550,1525,1599,1830,1895,1850
"02127","Boston","MA","Boston-Cambridge-Newton","Suffolk County",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,4450,4800,4800,4800,4400,4200,4000,4000,4100,4200,4000,3995,4600,4500,4500,4800,4800,4500,4400,4000,4000,4000,4200,4025,4720,4999,4800,4800,4500,4500,4500,4750
"32712","Apopka","FL","Orlando-Kissimmee-Sanford","Orange County",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834,1895,1800,1895,1825,1872.5,1850,1774.5,1850,1800,1850,1760,1849.5,1825,1812,1910,1980,1997.5,1950,1938.5,1865,1839.5,1872.5,1895,1892.5,1910,1946,1925,2020,1999,1995,1995,1965,1957.5
"92009","Carlsbad","CA","San Diego-Carlsbad","San Diego County",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3695,3695,3672.5,3695,4045,3950,3800,3855,3925,3995,4137.5,3850,4100,4195,4350,3749,3797.5,3882.5,3897.5,3700,3872.5,4000,4100,4250,4200,3995,3975,4200
"30039","Snellville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399,1467,1495,1479.5,1487,1559,1539.5,1499,1495,1487.5,1495,1495,1495,1505.5,1500,1564,1560.5,1553,1550,1549,1549.5,1500,1500,1520,1583,1582.5,1615,1600,1650,1645,1615,1630,1590,1640
"33196","The Hammocks","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",143,,,,,2200,2200,2200,2300,2300,2250,2200,2100,2200,2200,2200,2175,2175,2100,2290,2300,2200,2195,2200,2200,2200,2200,2300,2300,2300,2300,2300,2300,2289,2292,2299,2282,2289,2299,2299,2259,2295,2250,2295,2300,2300,2300,2300,2300,2300,2200,2275,2312.5,2272.5,2300,2300,2242.5,2285,2300,2400,2325,2300,2300,2300,2250,2450,2362.5,2500,2375,2450,2385,2250,2225,2285,2300,2293.5,2397.5,2400,2400,2400,2462.5,2500,2500,2500,2475,2500,2500,2450,2500,2532.5,2500,2500,2500,2500,2509.5,2500,2499.5,2450,2450,2487,2495,2498,2450,2445,2495,2437.5,2400
"33032","Princeton","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1975,2050,1875,1800,1800,1900,2000,2000,1999,1950,1950,1950,1950,1950,1900,1950,1950,2000,1975,1962.5,1975,2000,1950,2000,1950,1900,1950,1950,1900,1950,1987.5,2025,2100,2100,2200,2150,2200,2187,2150
"77498","Sugar Land","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775,1850,1850,1850,1800,1800,1850,1825,1850,1875,1875,1875,1800,1812.5,1795,1850,1837.5,1750,1750,1750,1700,1700,1700,1700,1700,1750,1850,1900,1800,1850,1800,1800
"91765","Diamond Bar","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899,2850,2800,2800,2850,2850,2850,2950,2950,2975,2997.5,2950,3000,2987.5,2950,2950,3100,3000,2950,2900,2950,2950,2950,2975,2950,2997.5,2950,3000,2950,3000,2950,3125,3099
"02130","Boston","MA","Boston-Cambridge-Newton","Suffolk County",147,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,3000,3050,3200,3100,3200,3200,3000,2975,3200,3200,3200,3000,3000,3000,3000,3100,3000,3000,3000,3000,3000,3312.5,3300,3400,3400,3400,3312.5,3200,3200,3000,3000,3000,3200,3400,3500,3400,3400,3450,3400,3400,3400,3300,3100,3200,2975,3300,3450,3425,3600,3600,3600,3600,3495,3495,3495,3500,3600,3600,3600,3600,3600,3695,3700,3700,3500,3400,3300,3300,3300,3500,3500,3600,3600,3600,3600,3695,3695,3400,3297.5
"02128","Boston","MA","Boston-Cambridge-Newton","Suffolk County",148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,2950,2900,2900,2997.5,3100,3000,3000,3000,3000,3100,3100,3100,3100,3200,3200,3100,3100,3075,3000,3000,3000,3250,3300,3300,3300,3250,3200,3200,3200,3000,3100
"02472","Watertown","MA","Boston-Cambridge-Newton","Middlesex County",149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3100,3100,3100,3200,3100,2950,2900,2950,2900,2850,2850,2850,3300,3250,3250,3200,3000,3000,3000,2875,2800,2800,3000,3100,3150,3200,3200,3300,3250,3275,3200,3200,3287.5
"33018","Hialeah","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2700,2750,2725,2700,2750,2700,2775,2787.5,2800,2700,2700,2700,2600,2700,2700,2750,2687.5,2737.5,2775,2700,2700,2700,2700,2700,2700,2700,2700,2750,2750,2800,2850,2825,2800
"30019","Dacula","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.5,1600,1645,1600,1587,1575,1580,1545,1595,1550,1595,1600,1662.5,1670,1700,1650,1650,1650,1695,1687.5,1687.5,1697.5,1700,1672.5,1695,1695,1835,1755,1797.5,1805,1700,1712
"89128","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1500,1475,1695,1600,1650,1750,1650,1672.5,1622.5,1597.5,1602.5,1600,1600,1725,1800,1699,1712,1750,1795,1797.5,1750,1699.5,1750,1812.5,1860,1975,1800,1895,1925,1870,1892.5,1885,1797.5
