"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10"
"02139","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",153,,,,,,,,,,,,,,,,,,,,,,,,,4000,4000,4000,3999.5,4000,3750,3800,3800,3700,3975,3900,3800,3800,3925,3950,3900,3850,3800,4000,4000,3800,3599,3500,3574.5,3699.5,3800,3925,4000,4000,4000,3800,3800,3600,3300,3250,3350,3500,3650,4000,4000,4300,4100,4000,4150,4000,3825,3950,3800,3987.5,4100,4112.5,4250,4399,4400,4250,4200,4125,4000,4000,4000,4000,4500,4449.5,4400,4400,4299,4400,4400,4275,4700,4600,4425,4500,4650,4650,4575,4550,4550,4400,4125,4000,3999
"02138","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700,4500,4800,4600,4500,4500,4500,4000,4000,4000,4000,4000,4100,4400,4400,4400,4400,4200,4400,4400,4200,4200,4400,4400,4600,4600,4600,4597.5,4800,4800,4800,4800
"33193","Kendall West","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2400,2325,2310,2220,2250,2430,2375,2365,2400,2492.5,2370,2464.5,2474.5,2450,2400,2400,2499.5,2500,2500,2445,2400,2415,2329,2300,2435,2500,2487.5,2347,2450,2430,2375,2387.5
"94582","San Ramon","CA","San Francisco-Oakland-Hayward","Contra Costa County",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,4100,4150,4300,4300,4450,4500,4350,4250,4295,4100,3995,4200,4200,4200,4000,4195,4100,4000,4000,4100,3850,3965,4047.5,4100,4000,3950,4000,4300,4100,4000,3900,3900,3997.5
"76227","Aubrey","TX","Dallas-Fort Worth-Arlington","Denton County",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819.5,1700,1812.5,1875,1862.5,1850,1912.5,1871,1850,1819.5,1858,1866,1854,1803,1826,1875,1895,1865,1850,1850,1875
"77079","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150,3500,3495,3200,3500,3200,3397.5,3500,3397.5,3047.5,3047.5,3300,3210,3200,3170,3200
"89139","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1519,1597.5,1525,1595,1600,1695,1600,1600,1662.5,1650,1650,1750,1895,1724.5,1645,1650,1695,1800,1850,1750,1710,1795.5,1795,1772.5,1800,2000,1995,2000,1800,1795,1750,1792.5,1815
"55414","Minneapolis","MN","Minneapolis-St. Paul-Bloomington","Hennepin County",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2300,2400,2300,2250,2040,2000,2125,2200,2075,2400,2600
"32092","Saint Augustine","FL","Jacksonville","Saint Johns County",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1792.5,1775,1800,1875,1875,1895,1895,1895,1875,1800,1847.5,1925,1895,1895,1967.5,1925,1992.5,1995,1995,1950,1931,1850,1850,1850,1850,1940,1947.5,1955,2000,2097.5,2075,2025,1999,1995
"98006","Bellevue","WA","Seattle-Tacoma-Bellevue","King County",162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3500,3495,3400,3300,3500,3599,3300,3300,3200,3200,3200,3350,3395,3225,3495,3495,3350,3400,3300,3300,3250,3600,3550,3500,3450,3297,3440,3380,3400,3450,3200,3195,2995
"02446","Brookline","MA","Boston-Cambridge-Newton","Norfolk County",163,,,,,,,,,,,,3300,3400,3400,3500,3600,3600,3600,3600,3600,3600,3697.5,3700,3700,3700,3750,3800,3800,3800,3800,3800,3700,3700,3697,3800,3800,3900,3997,4000,4100,3985,3950,3900,3800,3700,3700,3800,3900,3950,4000,4000,4000,4000,4000,3997.5,3950,3800,3800,3950,4000,4200,4200,4150,4100,4000,4000,3995,3950,3900,3800,3800,4100,4400,4450,4200,4200,4200,4100,4100,4125,4100,4000,4450,4700,4500,4500,4500,4400,4400,4500,4800,4650,4500,4400,4575,4600,4700,4700,4700,4700,4600,4500,4400,4400,4400,4500
"95835","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142.5,2099,2099,2195,2100,2100,2172.5,2195,2195,2197.5,2295,2250,2297.5,2300,2205,2195,2200,2187.5,2195,2295,2295,2297,2350,2385,2299,2295,2300
"92591","Temecula","CA","Riverside-San Bernardino-Ontario","Riverside County",165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155,2180,2200,2150,2300,2300,2300,2225,2200,2200,2197.5,2200,2200,2300,2300,2350,2322.5,2300,2250,2295,2395,2300,2225,2362.5,2250,2295,2320,2499.5,2500,2450,2450,2350,2300
"73012","Edmond","OK","Oklahoma City","Oklahoma County",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1972.5,1875,1822.5,1922.5,1750,1595,1820,1785,1785,1897.5,1747.5,1965,1950,1949,1922,2000,1925
"33029","Pembroke Pines","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",167,,2450,2500,2600,2545,2500,2600,2650,2625,2697.5,2625,2600,2500,2500,2600,2700,2600,2600,2570,2600,2672.5,2650,2572.5,2650,2700,2625,2700,2800,2650,2650,2625,2650,2600,2595,2525,2500,2600,2575,2587.5,2575,2600,2700,2600,2695,2600,2525,2500,2500,2595,2500,2500,2600,2662.5,2624.5,2649,2600,2650,2600,2600,2625,2700,2650,2650,2672.5,2595,2680,2600,2600,2697.5,2697.5,2500,2500,2700,2680,2650,2679,2685,2625,2700,2700,2650,2600,2675,2662.5,2750,2762.5,2800,2700,2865,2800,2800,2695,2837.5,2875,3000,3000,3000,3060,3040,2900,2850,2900,2900,2900,2799,2800
"94531","Antioch","CA","San Francisco-Oakland-Hayward","Contra Costa County",168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2300,2300,2300,2350,2150,2300,2300,2465,2400,2300,2400,2400,2400,2400,2400,2495,2500,2400,2495,2472.5,2500,2500,2500,2500,2500,2600,2600,2650,2650,2550,2595,2695,2600,2600
"32065","Orange Park","FL","Jacksonville","Clay County",169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1500,1575,1595,1625,1660,1625,1572,1600,1610,1600,1595,1592.5,1600,1695,1684,1600,1695,1700,1695,1715,1650,1605,1641,1620,1662.5,1749.5,1750,1795,1800,1700,1774,1712.5,1700
"77389","The Woodlands","TX","Houston-The Woodlands-Sugar Land","Montgomery County",170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2475,2500,2690,2500,2495,2650,2500,2500,2500,2500,2497.5,2500,2550,2580,2600,2625,2575,2500,2500,2400,2400,2450,2397.5,2400,2400,2500,2500,2400,2600,2475,2450,2370,2400,2350,2350,2200,2350,2350,2380,2300,2300,2250,2200,2200,2422.5,2525,2472,2300,2250,2400,2495,2505,2500,2400,2437.5,2300,2150,2225,2250,2474.5,2325,2350,2400,2475,2400,2400,2500,2399
"77073","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1395,1425,1425,1425,1450,1447.5,1450,1440,1440,1425,1425,1437.5,1425,1425,1450,1500,1500,1495,1495,1495,1460.5,1475,1485,1500,1500,1505,1525,1525,1500,1500,1500,1500,1545
"75033","Frisco","TX","Dallas-Fort Worth-Arlington","Collin County",172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2300,2500,2572.5,2500,2475,2400,2395,2372.5,2250,2300,2400,2375,2350,2350,2397.5,2500,2495,2450,2497.5,2422.5,2500,2495,2490,2500,2600,2450,2495,2497.5,2490,2437.5,2400,2400
"77493","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1700,1790,1800,1800,1800,1825,1850,1900,1850,1850,1750,1712.5,1700,1800,1800,1825,1825,1825,1825,1825,1825,1825,1775,1825,1797.5,1795,1800,1825,1800,1800,1875,1850,1750
"89135","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,2800,2500,2500,2349,2495,2899,2722.5,2650,2700,2399,2200,2100
"20007","Washington","DC","Washington-Arlington-Alexandria","District of Columbia",175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,5000,4950,5500,5800,5450,5500,4875,4200,3950,4200,4400,4975,5000,5175,5800,5800,6100,5650
"34758","Poinciana","FL","Lakeland-Winter Haven","Polk County",176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1500,1497.5,1500,1500,1550,1550,1600,1500,1465,1450,1500,1500,1499,1530,1525,1550,1570,1557.5,1600,1620.5,1590,1550
"91789","Walnut","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3000,2875,2999,3000,2990,3050,3040,3200,3100,3100,2999,2975,2925,2950,3000,3000,2995,3050,2950,3000,3100,3100,2950,2950,3000,3145,3000,3025,3250,3200,3000,3000
"33076","Parkland","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,2899,2950,2871,2900,3015,3081.5,2975,3200,3200,3500,3500,3100,2987.5,3100,3082.5,3400,3425,3200,3175,3000,2985,3225,3225,3190,3100,3099.5,3072.5,3200,3179.5,3200,3200,3200,3250,3250
"91326","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3497.5,3500,3575,3525,3500,3680,3575,3550,3600,3500,3750,3937.5,3875,3950,3725,3825,3750,3750,3900,3900,3925,3699,3850
"02125","Boston","MA","Boston-Cambridge-Newton","Suffolk County",180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2700,2800,2900,2900,2900,3000,2800,2800,2600,2600,2400,2550,3000,3000,3000,3200,3200,3200,3100,3100,3000,2850,2850,2900,2875,2947.5,3125,3200,3200,3150,3000,2900,2850,2800,2800,3000,3175,3100,3200,3200,3125,3000,3000,3000,3000,3000
"02840","Newport","RI","Providence-Warwick","Newport County",181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2300,2267.5,2285,2350,2450,2500,2700,2700,2600,2600,2400,2600,2400,2400,2400,2500,2600,2600,2800,2825,2900,2800,2900,2750,2500,2575,2550,2650,2800,2750,3000,2900,2925,3000,3125,3000,2750,2500,2600
"92651","Laguna Beach","CA","Los Angeles-Long Beach-Anaheim","Orange County",182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9500,9725,9250,9000,8250,9500,9100,9950,9600,10000,9975,9725,10000,10250,10000,10500,11250,10000,10000,9500,9625,8700,10000,9850,10000,10500,11500,11650,11500,10250,10750,10500
"33579","Riverview","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",183,,,,,,,,,,,,1295,1325,1350,1350,1372.5,1350,1350,1325,1350,1375,1395,1350,1412.5,1500,1475,1450,1475,1500,1550,1545,1500,1500,1495,1475,1475,1425,1450,1400,1412.5,1500,1485,1485,1495,1500,1485,1497.5,1495,1495,1485,1480,1507.5,1512.5,1550,1525,1550,1525,1500,1500,1495,1525,1550,1550,1550,1550,1550,1595,1550,1590,1550,1575,1500,1595,1599,1600,1645,1650,1672.5,1660,1675,1690,1600,1600,1647.5,1650,1650,1695,1750,1749,1735,1700,1677.5,1680,1695,1712.5,1715,1730,1750,1747.5,1750,1725,1700,1700,1695,1750,1749
"89081","North Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",184,,,,,,,1295,1295,1250,1250,1200,1250,1212.5,1225,1200,1250,1272.5,1300,1250,1199.5,1200,1200,1195,1200,1200,1195,1200,1200,1200,1200,1245,1245,1250,1250,1275,1200,1200,1200,1250,1200,1250,1249.5,1200,1200,1200,1250,1250,1250,1249,1250,1250,1250,1250,1200,1225,1250,1250,1200,1225,1250,1250,1295,1292.5,1295,1225,1295,1250,1295,1250,1250,1250,1250,1297.5,1309,1350,1395,1395,1375,1375,1350,1400,1400,1397.5,1350,1350,1400,1450,1472.5,1425,1425,1400,1495,1465,1475,1495,1550,1499,1550,1512.5,1595,1550,1600,1621.5,1600,1595,1565
"30045","Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1472,1457.5,1519,1570,1579,1556,1502.5,1525,1530,1545,1545,1560,1585,1575,1595,1600,1632.5,1600,1602.5,1650,1650,1630,1650,1650,1650,1600,1650,1650,1695,1675,1675,1695,1700,1650
"89141","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585,1582,1600,1650,1625,1672.5,1612.5,1725,1650,1600,1617.5,1600,1650,1650,1650,1795,1825,1795,1685,1725,1800,1822.5,1892.5,1795,1880,1887.5,1895,1895,1937.5,2000,1925,1900,1895,1995
"60624","Chicago","IL","Chicago-Naperville-Elgin","Cook County",187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390,1350,1400,1375,1350,1375,1360,1350,1350,1400,1400,1400,1425,1375,1400,1400,1400
"11937","East Hampton","NY","New York-Newark-Jersey City","Suffolk County",188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,48000,40000,39000,39000,40000,35000,35000,36000,39000,35000,35000,35000,35000,30000,30000,30000,29500,29500,27500,27500,25000,28000,27750,27500,27500,28000,27500,29000,30000,30000,26666,25000,24000
"06824","Fairfield","CT","Bridgeport-Stamford-Norwalk","Fairfield County",189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3950,3500,3700,3700,3200,3100,2750,2850,3325,3500,3700,3700,3700,3700,4200,4300
"77041","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350,3350,3200,2945,3000,3000,2925,2900,3000,3045,3090,3095,2975,3000,3100,3150,3000,3150,2850
"32819","Doctor Phillips","FL","Orlando-Kissimmee-Sanford","Orange County",191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,2200,2247.5,2422.5,2300,2462.5,2500,2600,2425,2325,2375,2375,2600,2750,2500,2295,2450,2545,2400,2395,2497.5,2460,2497.5,2397,2350,2364,2725,2500,2400,2340,2500,2595,2525
"76109","Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,3700,3600,3325,3225,3000,2922.5,2975,2875,2949.5,2900,2900,2950,3000,3000,3000
"60621","Chicago","IL","Chicago-Naperville-Elgin","Cook County",193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1250,1200,1275,1350,1300,1325,1200,1250,1250,1250,1250,1250,1295,1200,1162.5
"32832","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.5,2000,1995,2000,1995,1995,2000,2105,2050,2025,2097.5,2000,2100,2100,2095,1995,1950,1950,1950,1975,2000,2200,2100,2145,2150,2165,2100,2245
"02143","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",195,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3300,3200,3200,3400,3100,3100,3100,3050,3000,3050,3100,3400,3450,3400,3400,3400,3250,3300,3250,3200,3195,3000,3147.5,3500,3475,3525,3500,3550,3400,3300,3325,3050,3000,3000,3000,3425,3400,3550,3800,3562.5,3800,3600,3200,3200,3000,3000,3400,3600,3700,3750,3750,3750,3500,3500,3600,3400,3300,3200,3500,3800,4050,4125,4100,4000,4000,3750,3750,3750,3750,3750,4000,4100,4300,4250,4200,3999.5,3800,3600,3500
"02145","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",196,,,,,,,,,,,,,,,,,,,,,,,,,2400,2500,2500,2500,2500,2600,2550,2550,2600,2600,2400,2400,2500,2600,2600,2800,2800,2875,2850,2862.5,2800,2600,2600,2600,2650,2700,2900,2850,2850,2800,2875,2900,2800,2800,2800,2800,2800,2900,2925,2850,3200,3175,3175,3100,3100,2987.5,2900,2800,3037.5,3200,3395,3400,3450,3475,3475,3475,3300,3300,3300,3075,3312.5,3800,3800,3775,3692.5,3600,3685,3850,3850,3800,3800,3600,3600,3897.5,3873.5,3800,3700,3685,3600,3585,3450,3300
"33570","Ruskin","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1595,1600,1595,1597.5,1617.5,1600,1630,1655,1696.5,1650,1675,1665,1662.5,1702.5
"32221","Jacksonville","FL","Jacksonville","Duval County",198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437.5,1450,1450,1397.5,1432.5,1497.5,1470,1450,1455,1500,1442,1442,1497.5
"75078","Prosper","TX","Dallas-Fort Worth-Arlington","Collin County",199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,2495,2300,2350,2450,2495,2450,2250,2300,2277,2375,2375,2310,2401,2404,2362.5,2337.5
"02115","Boston","MA","Boston-Cambridge-Newton","Suffolk County",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200,5125,4900,5000,4800,4800,4875,4700,4500,4937.5,5200,5200,5300,5400,5400,5300,5100,5150,5150,4800,4600,4900,4600
"02215","Boston","MA","Boston-Cambridge-Newton","Suffolk County",201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4400,4400,4900,4800,4600,4100,4250,4400,4250,4250,4300,4800,4900,5000,4600,4600,4500,4400,4300,4250,4400,4400,4600,4600,4700,4900,4800,4600,4600,4600,4500,4500,4600,4875
"02144","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",202,,,,,,,,,,,,,,,,3000,3200,3050,3200,3000,3100,3000,3000,3000,3000,3000,3300,3325,3300,3400,3400,3250,3250,3300,3200,3200,3200,3200,3200,3350,3200,3350,3500,3350,3200,3250,3200,3200,3200,3100,3275,3350,3450,3600,3700,3500,3400,3500,3500,3500,3400,3350,3600,3750,3600,3800,3900,3600,3400,3350,3350,3350,3400,3600,3900,4000,4000,4000,3900,3800,3600,3600,3600,3600,3600,3700,4200,4200,4000,4000,3950,3800,3800,3840,3840,3900,4000,4000,4600,4525,4400,4200,4000,3800,4000,4000
"02134","Boston","MA","Boston-Cambridge-Newton","Suffolk County",203,,2600,2850,2800,2800,2700,2675,2675,2750,2600,2600,2800,3000,3000,3000,2950,2900,2800,2800,2800,2800,2800,2800,2900,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3200,3200,3200,3200,3200,3200,3200,3200,3200,3000,3000,3200,3300,3300,3300,3300,3200,3200,3200,3100,3100,3100,3200,3400,3500,3500,3500,3500,3500,3400,3400,3300,3300,3200,3100,3500,3600,3600,3600,3600,3600,3500,3500,3500,3450,3200,3600,3750,3800,3800,3800,3800,3700,3700,3600,3600,3550,3500,3700,3800,3800,3800,3750,3700,3600,3600,3600,3600,3600,3700
"33596","Valrico","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847.5,1859,1885,1975,1999.5,2000,1995,1945,1945,1900,1900,1945,1887.5,1947.5,1900,1885,2000,2095,2017.5,1997.5,1945,1940,1925,1925,1945,1975,1995,2000,2025,2000,1994.5,2045,2000,1925
"02140","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4500,4600,4400,4400,4400,4250,4000,3999,3800,3999,3750,3800,4200,4500,4500,4475,4200,4100,4000,4250,4350,4300,4300,4300,4450,4500,4600,4800,4800,4450,4200,4200,4200
"33547","Riverview","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.5,2200,2200,2225,2150,2109.5,2200,2100,2150,2000,1990,2097.5,2042.5,2040,2075,2150,2230,2300,2200,2265,2195,2050,2125,2100,2100,2050,2197.5,2250,2250,2350,2300,2225,2195,2195
"33569","Riverview","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597,1649,1670,1695,1675,1680,1675,1685,1660,1605,1605,1650,1695,1735,1745,1695,1725,1725,1695,1667.5,1695,1725,1717.5,1711,1740,1680,1770,1745,1752.5,1775,1797.5,1747.5,1749.5
"33897","Davenport","FL","Lakeland-Winter Haven","Polk County",208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1595,1569.5,1500,1575,1605,1650,1625,1670,1625,1600,1672.5,1700,1650,1700,1675,1650,1750,1750,1700,1650,1700,1600,1650,1645,1625,1777,1774.5,1700,1700,1747,1800,1850,1797.5
"02121","Boston","MA","Boston-Cambridge-Newton","Suffolk County",209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2400,2425,2450,2450,2500,2512.5,2575,2575,2537.5,2550,2550,2550,2597.5,2625,2600,2600,2650,2550,2575,2500,2494,2500,2600,2600,2795,2795,2795,2650,2625,2575
"95377","Tracy","CA","Stockton-Lodi","San Joaquin County",210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347.5,2400,2400,2375,2400,2495,2500,2495,2395,2400,2400,2450,2500,2500,2500,2500,2490,2395,2500,2500,2500
"78261","San Antonio","TX","San Antonio-New Braunfels","Bexar County",211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196.5,2196.5,2100,2100,2100,2100,2095,2095,2000,1972.5,1850,1837.5,1837.5,1800,1900,2047.5,2097.5,2095,2043,2000,2000,2000,1975,1882.5,2194,2195,2295,2275,2305,2315,2299.5,2200,2262,2278.5
